Cell_ID,I,J,X,Y
6356,80,110,341670.56,4232494.5
6357,81,110,343354.88,4231882
6358,82,110,345331.38,4231382
6359,83,110,347345.81,4231086
6360,84,110,349020.75,4230978.5
6361,85,110,350650.69,4230963.5
6362,86,110,352395.62,4230946
6363,87,110,354040.72,4230748.5
6364,88,110,355669.97,4230303.5
6365,89,110,357263.69,4229742
6366,90,110,358720.09,4229043.5
6367,91,110,360037.97,4228125
6368,92,110,361210.59,4227014.5
6369,93,110,362272.16,4225812
6370,94,110,363277.56,4224563.5
6371,95,110,364319.28,4223231
6372,96,110,365348.03,4221758.5
6373,97,110,366333,4220801
6374,98,110,367380.53,4220158.5
6375,99,110,368435.53,4219128.5
6376,100,110,369427.97,4217931
6377,101,110,370410.47,4216826
6378,102,110,371572.97,4216083.5
6379,103,110,372797.97,4215608.5
6380,104,110,373893.81,4215130
6381,105,110,374943.28,4214478.5
6382,106,110,375969.75,4213713.5
6383,107,110,376987,4212943.5
6384,108,110,377999.09,4212199
6385,109,110,379006.81,4211506
6386,110,110,380008.75,4210897.5
6387,111,110,381000.81,4210390
6388,112,110,381978.69,4209980
6389,113,110,382939.97,4209653.5
6390,114,110,383884,4209392.5
6391,115,110,384728.69,4209271.5
6392,116,110,385463.59,4209226
6393,117,110,386167.38,4209121.5
6394,118,110,386850.62,4208961
6395,119,110,387521.91,4208751
6396,120,110,388186.97,4208502
6397,121,110,388849.81,4208218.5
6398,122,110,389513.19,4207907.5
6399,123,110,390179.59,4207567.5
6400,124,110,390851.88,4207205
6401,125,110,391532.44,4206830
6402,126,110,392224.28,4206438.5
6403,127,110,392929.59,4206038.5
6404,128,110,393651.25,4205635
6405,129,110,394390.72,4205235
6406,130,110,395147.88,4204849
6407,131,110,395919.53,4204493
6408,132,110,396699.69,4204186
6409,133,110,397482.44,4203943.5
6410,134,110,398264.62,4203774.5
6411,135,110,399046.59,4203678
6412,136,110,399832.56,4203649.5
6413,137,110,400628.62,4203686.5
6414,138,110,401440.47,4203777.5
6415,139,110,402273.44,4203915
6416,140,110,403132.38,4204097.5
6417,141,110,404019.84,4204325
6418,142,110,404937.31,4204597
6419,143,110,405885.91,4204915
6420,144,110,406864.69,4205282
6421,145,110,407871.84,4205699.5
6422,146,110,408904.41,4206159.5
6423,147,110,409956.31,4206661.5
6424,150,110,413097.41,4208340
6425,151,110,414081.12,4208818.5
6426,152,110,415025.62,4209207.5
6427,153,110,415944.62,4209629.5
6428,154,110,416848.69,4210110
6429,155,110,417742.19,4210670
6430,156,110,418626.75,4211327
6431,157,110,419505.28,4212085
6432,158,110,420382.12,4212937.5
6433,159,110,421264.25,4213875
6434,160,110,422158.53,4214882.5
6435,161,110,423070.53,4215937.5
6436,162,110,423995.72,4217051
6437,163,110,424912.31,4218336.5
6438,164,110,425847.31,4219588.5
6439,165,110,426879.88,4220494
6440,166,110,428337.31,4220831.5
6441,167,110,430217.25,4220816.5
6442,168,110,432217.19,4221011
6443,2,111,331896.91,4310933.5
6444,3,111,331324.19,4309493
6445,4,111,330346.47,4308233.5
6446,5,111,329854.75,4306932
6447,6,111,329345.53,4305888.5
6448,7,111,328327.25,4304974.5
6449,8,111,327083.81,4304500
6450,9,111,325921.12,4303910
6451,10,111,325089.53,4302934
6452,11,111,324678.5,4302005.5
6453,12,111,324434.72,4301152
6454,13,111,324169.81,4300109
6455,14,111,323959.78,4298949
6456,15,111,323962.28,4297923.5
6457,16,111,324028.59,4296979.5
6458,17,111,324044.81,4295979
6459,18,111,323966.91,4294969.5
6460,19,111,323785.97,4294089.5
6461,20,111,323690.25,4293199.5
6462,21,111,323711.38,4291932.5
6463,22,111,323701.75,4290431.5
6464,23,111,323519.28,4289053
6465,24,111,323350.59,4287738
6466,25,111,322948.81,4286570.5
6467,26,111,321999.31,4285634.5
6468,27,111,320597.84,4284967.5
6469,28,111,319153.84,4284459
6470,29,111,317647.84,4283852
6471,30,111,316294.16,4282604.5
6472,31,111,315988.19,4280559.5
6473,32,111,316293.81,4278574
6474,33,111,315792.12,4277104
6475,34,111,314030.47,4275794
6476,35,111,311953.41,4275159.5
6477,36,111,310269.22,4274702.5
6478,37,111,309228.5,4273538.5
6479,38,111,308415.75,4272306.5
6480,39,111,307562.53,4271293.5
6481,40,111,306878.03,4270271
6482,41,111,305809.81,4269490.5
6483,42,111,304568.25,4268504.5
6484,43,111,303975.03,4267185.5
6485,44,111,303472.81,4266231.5
6486,45,111,302655.56,4264944
6487,46,111,301943.84,4263219
6488,47,111,301582.06,4261579
6489,48,111,301646.31,4259970
6490,49,111,301928.72,4258435
6491,50,111,302188.75,4256797
6492,51,111,302281.34,4254961
6493,52,111,302493.06,4253152
6494,53,111,302886.31,4251619
6495,54,111,303372.53,4250443.5
6496,55,111,304167.81,4249557
6497,56,111,305313.53,4248717
6498,57,111,306638,4247960
6499,58,111,308190.81,4248039
6500,59,111,309885.28,4248790.5
6501,60,111,311409.62,4249781.5
6502,61,111,313123.44,4251162.5
6503,62,111,314945.38,4252284
6504,63,111,316727.81,4252716
6505,64,111,318748.09,4253666.5
6506,65,111,320836.81,4255229.5
6507,66,111,322812.75,4255655
6508,67,111,324570.09,4254398
6509,71,111,329285.25,4244229.5
6510,72,111,330332.03,4242731
6511,73,111,331031,4240611
6512,74,111,332215.22,4238723.5
6513,75,111,334120.19,4237675.5
6514,76,111,335716,4236683
6515,77,111,337360.91,4235563
6516,78,111,338864.56,4234481
6517,79,111,340333.31,4233647.5
6518,80,111,341897,4232952.5
6519,81,111,343532.59,4232322
6520,82,111,345537.62,4231769.5
6521,83,111,347555.81,4231518
6522,84,111,349200.75,4231490.5
6523,85,111,350848.16,4231498
6524,86,111,352600.69,4231478.5
6525,87,111,354218.19,4231221
6526,88,111,355797.41,4230718.5
6527,89,111,357362.72,4230159.5
6528,90,111,358828.84,4229493.5
6529,91,111,360155.72,4228607.5
6530,92,111,361329.56,4227527.5
6531,93,111,362397.31,4226387
6532,94,111,363398.09,4225211
6533,95,111,364445.62,4223923
6534,96,111,365448.09,4222431.5
6535,97,111,366350.53,4221608.5
6536,98,111,367398,4221088.5
6537,99,111,368437.97,4220121
6538,100,111,369420.47,4218881.5
6539,101,111,370410.53,4217496
6540,102,111,371583.03,4216653.5
6541,103,111,372843,4216208.5
6542,104,111,373930.09,4215782.5
6543,105,111,374976.75,4215216
6544,106,111,375990.28,4214461
6545,107,111,376990.25,4213663.5
6546,108,111,377985.53,4212928.5
6547,109,111,378977.75,4212241
6548,110,111,379966.53,4211624.5
6549,111,111,380947.56,4211102.5
6550,112,111,381916.16,4210672.5
6551,113,111,382868.19,4210324
6552,114,111,383801.47,4210040
6553,115,111,384634.38,4209906
6554,116,111,385358.03,4209861
6555,117,111,386050.69,4209756
6556,118,111,386722.41,4209596
6557,119,111,387382.09,4209386
6558,120,111,388035.12,4209140
6559,121,111,388685.81,4208858.5
6560,122,111,389337.28,4208545
6561,123,111,389991.69,4208204.5
6562,124,111,390651.38,4207847.5
6563,125,111,391318.88,4207472.5
6564,126,111,391997.16,4207079
6565,127,111,392688.31,4206679
6566,128,111,393395.25,4206277.5
6567,129,111,394119.72,4205878
6568,130,111,394862.03,4205488.5
6569,131,111,395620.19,4205130
6570,132,111,396389.62,4204821
6571,133,111,397165.28,4204574
6572,134,111,397943.97,4204397.5
6573,135,111,398726.56,4204295
6574,136,111,399516.56,4204262.5
6575,137,111,400318.56,4204291.5
6576,138,111,401138.16,4204375
6577,139,111,401980.25,4204507
6578,140,111,402848.81,4204685
6579,141,111,403746.38,4204907
6580,142,111,404673.88,4205174.5
6581,143,111,405632.69,4205487.5
6582,144,111,406621.88,4205850
6583,145,111,407639.28,4206262.5
6584,146,111,408682.16,4206722
6585,147,111,409744.12,4207226.5
6586,150,111,412907.09,4208902.5
6587,151,111,413896.31,4209379
6588,152,111,414846.91,4209765
6589,153,111,415769.84,4210182.5
6590,154,111,416677.12,4210662.5
6591,155,111,417574.69,4211222
6592,156,111,418464.53,4211874.5
6593,157,111,419349,4212627
6594,158,111,420232.62,4213475
6595,159,111,421122.03,4214407.5
6596,160,111,422023.81,4215410
6597,161,111,422942.75,4216465
6598,162,111,423843.47,4217671.5
6599,163,111,424744.84,4219043.5
6600,164,111,425722.38,4220226
6601,165,111,426884.88,4221008.5
6602,166,111,428427.41,4221178.5
6603,167,111,430194.84,4221248.5
6604,16,112,324471.41,4296995
6605,18,112,324452.66,4295029.5
6606,19,112,324331.84,4294219
6607,22,112,324737.47,4290410
6608,26,112,322880.25,4285383.5
6609,40,112,307781.78,4270065.5
6610,43,112,304828.5,4267514
6611,62,112,315145.88,4253603.5
6612,64,112,318698.12,4254198
6613,65,112,320718,4255729.5
6614,66,112,322828.72,4256445
6615,67,112,324554.84,4255213.5
6616,72,112,330761,4243028
6617,73,112,331460.97,4240888.5
6618,74,112,332605.97,4239081
6619,75,112,334555.91,4238098
6620,76,112,336155.91,4237141
6621,77,112,337755.88,4235968.5
6622,78,112,339175.84,4234876
6623,79,112,340633.38,4234133
6624,80,112,342173.25,4233501
6625,81,112,343698.25,4232975.5
6626,83,112,347953.25,4232226
6627,84,112,349500.75,4232248
6628,85,112,351143.19,4232255.5
6629,86,112,352955.72,4232266
6630,87,112,354530.69,4231918.5
6631,88,112,355995.91,4231251
6632,89,112,357501.53,4230673.5
6633,90,112,358969.47,4230063.5
6634,91,112,360322.62,4229243.5
6635,92,112,361499.81,4228218
6636,93,112,362573.53,4227106
6637,94,112,363544.31,4225956
6638,95,112,364501.84,4224721.5
6639,98,112,367548,4222029
6640,99,112,368505.44,4221204
6641,100,112,369482.97,4219891
6642,101,112,370455.47,4218308.5
6643,102,112,371643,4217341
6644,103,112,372932.97,4216958.5
6645,104,112,374009.91,4216658.5
6646,105,112,375044.88,4216246
6647,106,112,376013.47,4215593.5
6648,107,112,377013.59,4214859
6649,108,112,378004.53,4214161
6650,109,112,378949.28,4213421
6651,110,112,379914.12,4212731
6652,111,112,380879.44,4212190.5
6653,112,112,381836.88,4211731
6654,113,112,382780.59,4211343
6655,114,112,383704.84,4211021
6656,115,112,384524.84,4210866
6657,116,112,385233.03,4210818.5
6658,117,112,385909.56,4210713.5
6659,118,112,386565,4210553.5
6660,119,112,387208,4210343.5
6661,120,112,387843.81,4210099
6662,121,112,388476.81,4209818.5
6663,122,112,389110.25,4209506
6664,123,112,389746.53,4209168.5
6665,124,112,390387.75,4208811
6666,125,112,391035.91,4208436.5
6667,126,112,391693.88,4208043.5
6668,127,112,392363.88,4207644
6669,128,112,393048.41,4207241.5
6670,129,112,393749.97,4206838.5
6671,130,112,394469.72,4206448.5
6672,131,112,395206.72,4206086.5
6673,132,112,395958.38,4205768.5
6674,133,112,396721.72,4205513.5
6675,134,112,397494.16,4205328.5
6676,135,112,398276.59,4205216.5
6677,136,112,399071.31,4205173.5
6678,137,112,399882.03,4205193.5
6679,138,112,400713.28,4205271
6680,139,112,401568.84,4205396.5
6681,140,112,402452.12,4205566.5
6682,141,112,403364.84,4205781
6683,142,112,404307.81,4206041.5
6684,143,112,405282.28,4206351
6685,144,112,406287.28,4206711.5
6686,145,112,407320.53,4207118.5
6687,146,112,408379.25,4207576.5
6688,149,112,411615.69,4209179
6689,150,112,412658.97,4209754
6690,151,112,413657.25,4210226
6691,152,112,414613.47,4210609.5
6692,153,112,415540.16,4211023.5
6693,154,112,416451.09,4211501
6694,155,112,417353.19,4212056.5
6695,156,112,418249.12,4212703.5
6696,157,112,419141.75,4213451
6697,158,112,420035.12,4214293.5
6698,159,112,420934.62,4215221
6699,160,112,421846.59,4216218.5
6700,161,112,422775.69,4217304
6701,162,112,423667.44,4218518.5
6702,163,112,424587.28,4219836
6703,164,112,425712.31,4220973.5
6704,165,112,427064.88,4221660.5
6705,166,112,428549.84,4221590.5
6706,167,112,430012.38,4221718.5
6707,168,112,431497.28,4222948.5
6708,16,113,325185.41,4297229
6709,26,113,324231.28,4285050
6710,40,113,309105.25,4270334.5
6711,62,113,315510.62,4255606.5
6712,66,113,322591,4257783.5
6713,78,113,339593.38,4235628.5
6714,79,113,341015.81,4234996
6715,80,113,342430.75,4234435.5
6716,81,113,343728.28,4234056.5
6717,83,113,348625.81,4233383.5
6718,85,113,351548.19,4233316
6719,88,113,356418.25,4231793.5
6720,89,113,357758.19,4231356
6721,90,113,359223.16,4230828.5
6722,91,113,360618.16,4230076
6723,92,113,361773.12,4229128
6724,93,113,362839.53,4228123
6725,94,113,363789,4227008.5
6726,95,113,364537.53,4225778.5
6727,102,113,371822.97,4218326.5
6728,103,113,373032.97,4217996
6729,104,113,374195.41,4217906
6730,105,113,375292.88,4217621
6731,106,113,376213.03,4217181
6732,107,113,377247.97,4216703.5
6733,108,113,378177.81,4216016
6734,109,113,379017.81,4215148.5
6735,110,113,379891.69,4214230.5
6736,114,113,383662.84,4212226
6737,115,113,384433.59,4212153.5
6738,116,113,385123.56,4212103.5
6739,117,113,385780.75,4211996
6740,118,113,386416.28,4211833.5
6741,119,113,387037.97,4211626
6742,120,113,387652.19,4211381
6743,121,113,388263.19,4211101.5
6744,122,113,388873.69,4210791
6745,123,113,389486.53,4210456
6746,124,113,390103.72,4210099
6747,125,113,390726.88,4209723.5
6748,126,113,391358.69,4209334
6749,127,113,392001.25,4208931
6750,128,113,392656.47,4208524
6751,129,113,393327.41,4208118.5
6752,130,113,394016.69,4207726
6753,131,113,394724.97,4207356
6754,132,113,395452.25,4207026
6755,133,113,396197.69,4206758.5
6756,134,113,396960.38,4206564
6757,135,113,397741.09,4206438.5
6758,136,113,398541.12,4206383.5
6759,137,113,399362.56,4206396
6760,138,113,400208.56,4206466.5
6761,139,113,401081.38,4206584
6762,140,113,401983.12,4206746
6763,141,113,402915.31,4206954
6764,142,113,403878.56,4207209
6765,143,113,404873.28,4207516
6766,144,113,405898.75,4207873.5
6767,145,113,406953.09,4208276
6768,146,113,408032.31,4208728.5
6769,149,113,411329.91,4210328.5
6770,150,113,412395.25,4210899
6771,151,113,413406,4211368.5
6772,152,113,414362.91,4211749
6773,153,113,415290.16,4212164
6774,154,113,416203.47,4212636
6775,155,113,417109.44,4213186.5
6776,156,113,418011.59,4213828.5
6777,157,113,418913.38,4214568.5
6778,158,113,419817.59,4215406
6779,159,113,420729.12,4216326
6780,160,113,421653.56,4217315.5
6781,161,113,422595.31,4218396.5
6782,162,113,423530.62,4219516
6783,163,113,424495.56,4220658.5
6784,164,113,425532.75,4221636
6785,26,114,325559.53,4284849.5
6786,40,114,310310.22,4271320.5
6787,60,114,313095.94,4258252.5
6788,61,114,314278.5,4257562
6789,62,114,315483.66,4257210.5
6790,66,114,322418.47,4259645
6791,78,114,339845.88,4237113.5
6792,79,114,341168.31,4236830.5
6793,83,114,349550.75,4234958.5
6794,85,114,352260.69,4234480.5
6795,98,114,367450.53,4224534
6796,99,114,368660.53,4222951
6797,100,114,369705.53,4221608.5
6798,101,114,370875.53,4220436.5
6799,102,114,372030.41,4219568.5
6800,103,114,373060.41,4219221
6801,104,114,374185.44,4219246
6802,106,114,376460.53,4218503.5
6803,114,114,383684.28,4213421
6804,115,114,384406.12,4213443.5
6805,116,114,385080.59,4213393.5
6806,117,114,385721.53,4213284
6807,118,114,386339.75,4213118.5
6808,119,114,386943.25,4212911.5
6809,120,114,387538.44,4212664
6810,121,114,388129.72,4212383.5
6811,122,114,388719.81,4212076
6812,123,114,389311.25,4211741
6813,124,114,389906.44,4211386
6814,125,114,390506.44,4211011
6815,126,114,391113.69,4210619
6816,127,114,391730.44,4210216.5
6817,128,114,392358.28,4209806
6818,129,114,393000.47,4209396
6819,130,114,393660.38,4208998.5
6820,131,114,394340.88,4208621
6821,132,114,395044.25,4208281.5
6822,133,114,395771.41,4208001.5
6823,134,114,396523.38,4207793.5
6824,135,114,397301.09,4207658.5
6825,136,114,398105.09,4207596
6826,137,114,398936.09,4207603.5
6827,138,114,399795.31,4207669
6828,139,114,400683.31,4207781.5
6829,140,114,401601.56,4207938.5
6830,141,114,402551.28,4208143.5
6831,142,114,403532.84,4208398.5
6832,143,114,404545.75,4208701
6833,144,114,405589.72,4209054
6834,145,114,406662.72,4209456.5
6835,146,114,407760.59,4209906
6836,147,114,408877.03,4210403.5
6837,148,114,410001.75,4210941
6838,149,114,411119.72,4211499
6839,150,114,412213.44,4212061.5
6840,151,114,413236.25,4212529
6841,152,114,414186.12,4212909
6842,153,114,415109.47,4213324
6843,154,114,416021.53,4213793.5
6844,155,114,416928.88,4214341
6845,156,114,417835.38,4214981
6846,157,114,418743.44,4215716
6847,158,114,419656.12,4216546
6848,159,114,420577.88,4217459
6849,160,114,421513.03,4218441
6850,161,114,422466.31,4219480.5
6851,162,114,423439.88,4220553.5
6852,164,114,425315.19,4222473.5
6853,40,115,311387.38,4272425.5
6854,66,115,323000.28,4261533.5
6855,78,115,339543.38,4238993
6856,79,115,340765.84,4239088
6857,83,115,350095.81,4237050.5
6858,85,115,353903.16,4235288.5
6859,102,115,372207.88,4220666
6860,103,115,373022.88,4220353.5
6861,104,115,373915.44,4220398.5
6862,106,115,376485.44,4219456
6863,107,115,377595.44,4220116.5
6864,114,115,383720.03,4214718.5
6865,115,115,384429.59,4214735.5
6866,116,115,385091.84,4214681.5
6867,117,115,385719.97,4214568.5
6868,118,115,386324.81,4214404
6869,119,115,386913.84,4214194
6870,120,115,387493.59,4213943
6871,121,115,388068.28,4213661
6872,122,115,388641.09,4213353.5
6873,123,115,389214.56,4213021
6874,124,115,389790.72,4212666
6875,125,115,390370.69,4212291.5
6876,126,115,390956.41,4211898.5
6877,127,115,391550.16,4211499
6878,128,115,392153.75,4211089
6879,129,115,392770.25,4210673.5
6880,130,115,393403.59,4210271
6881,131,115,394058.38,4209888.5
6882,132,115,394739,4209541
6883,133,115,395448.47,4209251
6884,134,115,396189.44,4209030.5
6885,135,115,396963.72,4208886.5
6886,136,115,397770.41,4208818.5
6887,137,115,398609.38,4208821
6888,138,115,399480.09,4208883.5
6889,139,115,400381.59,4208996
6890,140,115,401314.38,4209153.5
6891,141,115,402279.03,4209358.5
6892,142,115,403275.72,4209611
6893,143,115,404304,4209911
6894,144,115,405363.47,4210261.5
6895,145,115,406452,4210664
6896,146,115,407565.56,4211114
6897,147,115,408698.53,4211606.5
6898,148,115,409841.75,4212136
6899,149,115,410982.25,4212688.5
6900,150,115,412106.16,4213246
6901,151,115,413139.47,4213708
6902,152,115,414077.91,4214088.5
6903,153,115,414994.72,4214503.5
6904,154,115,415903.25,4214976.5
6905,155,115,416809.84,4215524
6906,156,115,417718.28,4216161
6907,157,115,418630.69,4216890.5
6908,158,115,419549.59,4217713.5
6909,159,115,420479.03,4218621.5
6910,160,115,421423,4219598.5
6911,161,115,422386.12,4220633.5
6912,162,115,423370.16,4221701
6913,164,115,425282.25,4224269
6914,40,116,312875.41,4273279
6915,66,116,323413.34,4263291
6916,78,116,338783.31,4241343.5
6917,79,116,339925.88,4241550.5
6918,83,116,349645.75,4239938
6919,85,116,355873.19,4236423.5
6920,102,116,372215.41,4221581
6921,103,116,372930.38,4221394
6922,104,116,373717.91,4221429
6923,106,116,376212.97,4220908
6924,114,116,383781.47,4216010.5
6925,115,116,384481.75,4216023.5
6926,116,116,385135.47,4215963.5
6927,117,116,385754.88,4215846
6928,118,116,386350.53,4215676
6929,119,116,386929.31,4215463.5
6930,120,116,387497.84,4215214
6931,121,116,388060.56,4214930.5
6932,122,116,388620.53,4214623.5
6933,123,116,389180.28,4214291
6934,124,116,389741.28,4213936
6935,125,116,390305.25,4213563.5
6936,126,116,390873.91,4213175.5
6937,127,116,391448.97,4212776.5
6938,128,116,392032.47,4212366.5
6939,129,116,392627.44,4211953.5
6940,130,116,393238.38,4211548.5
6941,131,116,393870.59,4211161.5
6942,132,116,394530.69,4210808.5
6943,133,116,395224.19,4210511
6944,134,116,395955,4210283.5
6945,135,116,396725.44,4210131
6946,136,116,397534.41,4210059
6947,137,116,398380.12,4210059
6948,138,116,399260.59,4210118.5
6949,139,116,400173.88,4210234
6950,140,116,401118.91,4210394
6951,141,116,402095.56,4210598.5
6952,142,116,403104.56,4210848.5
6953,143,116,404145.12,4211149
6954,144,116,405216.56,4211498
6955,145,116,406317.28,4211896.5
6956,146,116,407443.38,4212343.5
6957,147,116,408589.56,4212833.5
6958,148,116,409748.28,4213356
6959,149,116,410909,4213898.5
6960,150,116,412061.44,4214446
6961,151,116,413103.41,4214903.5
6962,152,116,414029.25,4215286
6963,153,116,414938.31,4215703.5
6964,154,116,415842.28,4216178
6965,155,116,416747.16,4216728.5
6966,156,116,417655.84,4217363
6967,157,116,418570.41,4218091
6968,158,116,419493.38,4218911
6969,159,116,420428.28,4219811
6970,160,116,421379.47,4220781
6971,161,116,422350.59,4221811
6972,78,117,337908.44,4243706
6973,79,117,339103.47,4243896
6974,85,117,357120.62,4238228
6975,101,117,371242.97,4223638.5
6976,102,117,372072.91,4222656
6977,103,117,372787.88,4222479
6978,104,117,373567.97,4222458
6979,114,117,383838.72,4217288.5
6980,115,117,384533,4217295.5
6981,116,117,385182.53,4217231
6982,117,117,385797.75,4217108.5
6983,118,117,386388.56,4216936.5
6984,119,117,386962.28,4216721.5
6985,120,117,387524.81,4216471
6986,121,117,388080.59,4216190.5
6987,122,117,388632.81,4215883.5
6988,123,117,389183.72,4215551
6989,124,117,389735,4215198.5
6990,125,117,390288.09,4214828.5
6991,126,117,390844.81,4214444
6992,127,117,391406.47,4214046.5
6993,128,117,391975.16,4213641.5
6994,129,117,392554.25,4213233.5
6995,130,117,393148,4212829
6996,131,117,393762.72,4212438.5
6997,132,117,394406.12,4212083.5
6998,133,117,395086.44,4211784
6999,134,117,395808.81,4211551
7000,135,117,396575.62,4211396
7001,136,117,397386.59,4211321.5
7002,137,117,398238.19,4211319
7003,138,117,399126.84,4211379
7004,139,117,400049.69,4211493.5
7005,140,117,401004.47,4211654
7006,141,117,401990.62,4211858.5
7007,142,117,403008.81,4212111
7008,143,117,404058.62,4212411.5
7009,144,117,405138.84,4212758.5
7010,145,117,406248.28,4213153.5
7011,146,117,407383.56,4213596.5
7012,147,117,408539.81,4214080.5
7013,148,117,409710.47,4214596
7014,150,117,412066.47,4215661
7015,151,117,413115.47,4216113.5
7016,152,117,414028.72,4216498.5
7017,153,117,414930.03,4216921
7018,154,117,415829.25,4217401
7019,155,117,416732,4217954
7020,156,117,417639.69,4218588.5
7021,157,117,418554.59,4219316
7022,158,117,419548.81,4220146
7023,159,117,420487.88,4221038.5
7024,160,117,421375.28,4221989
7025,78,118,337711,4245700.5
7026,79,118,338808.47,4245730.5
7027,80,118,340530.88,4246160.5
7028,103,118,372655.41,4223489
7029,104,118,373487.97,4223513.5
7030,105,118,374900.47,4224271
7031,113,118,382965,4218588.5
7032,114,118,383718.72,4218568.5
7033,115,118,384494.25,4218563
7034,116,118,385201.09,4218478.5
7035,117,118,385817.03,4218353.5
7036,118,118,386408.31,4218181
7037,119,118,386982.56,4217966
7038,120,118,387544.75,4217716
7039,121,118,388099.09,4217436
7040,122,118,388648.75,4217128.5
7041,123,118,389196.41,4216801.5
7042,124,118,389743.69,4216453.5
7043,125,118,390291.72,4216086
7044,126,118,390842.28,4215706
7045,127,118,391396.72,4215313.5
7046,128,118,391957.16,4214913.5
7047,129,118,392526.19,4214511.5
7048,130,118,393108.75,4214111.5
7049,131,118,393712.25,4213726.5
7050,132,118,394344.72,4213374
7051,133,118,395015.41,4213073.5
7052,134,118,395731.72,4212838.5
7053,135,118,396496.69,4212681
7054,136,118,397309.44,4212603
7055,137,118,398165.69,4212598.5
7056,138,118,399061.09,4212659
7057,139,118,399991.38,4212776
7058,140,118,400953.59,4212938.5
7059,141,118,401947.41,4213143.5
7060,142,118,402972.31,4213398.5
7061,143,118,404028.31,4213699
7062,144,118,405114.91,4214041.5
7063,145,118,406230.09,4214431.5
7064,146,118,407371.31,4214869
7065,150,118,412107.72,4216886
7066,151,118,413162.72,4217336
7067,152,118,414063.69,4217726
7068,153,118,414957.97,4218153.5
7069,154,118,415852.97,4218638.5
7070,155,118,416752.97,4219196
7071,158,118,419345.47,4221328.5
7072,78,119,337048.44,4247753.5
7073,79,119,337753.44,4247938
7074,104,119,373167.91,4224658
7075,112,119,381797.84,4219701
7076,113,119,382737.75,4219728.5
7077,114,119,383495.19,4219766
7078,115,119,384352.53,4219796
7079,116,119,385162.84,4219704
7080,117,119,385784.56,4219579
7081,118,119,386382.03,4219406
7082,119,119,386962.03,4219193.5
7083,120,119,387529.25,4218946
7084,121,119,388088,4218668.5
7085,122,119,388641,4218366
7086,123,119,389190.69,4218041
7087,124,119,389739.19,4217698.5
7088,125,119,390287.97,4217338.5
7089,126,119,390838.28,4216966
7090,127,119,391391.56,4216581
7091,128,119,391949.69,4216186.5
7092,129,119,392515.44,4215791.5
7093,130,119,393094,4215398.5
7094,131,119,393692.44,4215021
7095,132,119,394319.72,4214676
7096,133,119,394985.69,4214378.5
7097,134,119,395699.19,4214143.5
7098,135,119,396464.12,4213983.5
7099,136,119,397279.19,4213906
7100,137,119,398139.72,4213903.5
7101,138,119,399040.38,4213964
7102,139,119,399976.41,4214081
7103,140,119,400944.56,4214243.5
7104,141,119,401944.09,4214448.5
7105,142,119,402974.16,4214701
7106,143,119,404034.59,4214998.5
7107,144,119,405125.38,4215338.5
7108,145,119,406244.56,4215724
7109,146,119,407389.81,4216154
7110,147,119,408557.75,4216616.5
7111,149,119,410949.72,4217606
7112,150,119,412170.41,4218113.5
7113,151,119,413231.44,4218561.5
7114,152,119,414121.44,4218961.5
7115,153,119,415009.25,4219396
7116,154,119,415900.16,4219886
7117,158,119,418724.97,4222288.5
7118,78,120,334868.41,4249493.5
7119,79,120,335288.38,4249888.5
7120,104,120,373240.47,4225811
7121,112,120,381832.81,4221133.5
7122,115,120,384286,4220978.5
7123,116,120,385047.81,4220903.5
7124,117,120,385680.12,4220781
7125,118,120,386288.31,4220614
7126,119,120,386878.59,4220403
7127,120,120,387455.81,4220161
7128,121,120,388023.91,4219891
7129,122,120,388585.19,4219594
7130,123,120,389142.25,4219274
7131,124,120,389697.31,4218939
7132,125,120,390251.56,4218586
7133,126,120,390806.75,4218221
7134,127,120,391364.25,4217846
7135,128,120,391925.69,4217461
7136,129,120,392494.16,4217076.5
7137,130,120,393074.75,4216694
7138,131,120,393674.25,4216323.5
7139,132,120,394301.97,4215986
7140,133,120,394968.69,4215693
7141,134,120,395683.12,4215461
7142,135,120,396449.84,4215303.5
7143,136,120,397268.12,4215226
7144,137,120,398132.97,4215226
7145,138,120,399038.44,4215286.5
7146,139,120,399979.41,4215398.5
7147,140,120,400952.62,4215559
7148,141,120,401956.91,4215763.5
7149,142,120,402991.03,4216013.5
7150,143,120,404055.25,4216306
7151,144,120,405149.53,4216641.5
7152,145,120,406272.03,4217021
7153,146,120,407420.28,4217441
7154,149,120,411000.97,4218851
7155,150,120,412240.44,4219346
7156,151,120,413307.47,4219789
7157,152,120,414188,4220196
7158,153,120,415069.97,4220641
7159,154,120,415957.16,4221139
7160,104,121,373693.03,4227286
7161,115,121,384169.28,4222148
7162,116,121,384844.47,4222086
7163,117,121,385491.12,4221968.5
7164,118,121,386113.84,4221806
7165,119,121,386718.56,4221601
7166,120,121,387310,4221366
7167,121,121,387891.47,4221103.5
7168,122,121,388465.28,4220814
7169,123,121,389033.81,4220503.5
7170,124,121,389599.59,4220176.5
7171,125,121,390163.56,4219834
7172,126,121,390727.72,4219478.5
7173,127,121,391293.69,4219113.5
7174,128,121,391863.12,4218741
7175,129,121,392438.88,4218366
7176,130,121,393026,4217996
7177,131,121,393631.59,4217638.5
7178,132,121,394264.72,4217308.5
7179,133,121,394936.44,4217021
7180,134,121,395655.44,4216793.5
7181,135,121,396426.38,4216638.5
7182,136,121,397249.09,4216558.5
