133 97 12    4786 15088 23659 30801 36677 41373 45039 47952 50147 51810 53020 54026
134 97 10    4787 15089 23660 30802 36678 41374 45040 47953 50148 51811
135 97  8    4788 15090 23661 30803 36679 41375 45041 47954
136 97  7    4789 15091 23662 30804 36680 41376 45042
137 97  7    4790 15092 23663 30805 36681 41377 45043
138 97  6    4791 15093 23664 30806 36682 41378
139 97  5    4792 15094 23665 30807 36683
140 97  4    4793 15095 23666 30808
141 97  3    4794 15096 23667
142 97  2    4795 15097
143 97  1    4796
144 97  1    4797
145 97  1    4798
146 97  1    4799
147 97  4    4800 15098 23668 30809
148 97 14    4801 15099 23669 30810 36684 41379 45044 47955 50149 51812 53021 54027 54690 55227
149 97  6    4802 15100 23670 30811 36685 41380
150 97  4    4803 15101 23671 30812
151 97  3    4804 15102 23672
152 97  2    4805 15103
153 97  1    4806
 34 98  1    4807
 35 98  1    4808
 36 98  1    4809
 52 98  1    4810
 55 98  1    4811
 70 98  1    4812
 75 98  1    4813
 84 98  1    4814
 85 98  2    4815 15104
 86 98  2    4816 15105
 88 98  1    4817
 89 98  1    4818
 98 98  2    4819 15106
 99 98  1    4820
103 98  1    4821
116 98  1    4822
117 98  2    4823 15107
118 98  2    4824 15108
119 98  3    4825 15109 23673
120 98  3    4826 15110 23674
121 98  3    4827 15111 23675
122 98  3    4828 15112 23676
123 98  3    4829 15113 23677
124 98  3    4830 15114 23678
125 98  4    4831 15115 23679 30813
126 98  5    4832 15116 23680 30814 36686
127 98  7    4833 15117 23681 30815 36687 41381 45045
128 98 11    4834 15118 23682 30816 36688 41382 45046 47956 50150 51813 53022
129 98 19    4835 15119 23683 30817 36689 41383 45047 47957 50151 51814 53023 54028 54691 55228 55652 56015 56357 56673 56819
130 98 19    4836 15120 23684 30818 36690 41384 45048 47958 50152 51815 53024 54029 54692 55229 55653 56016 56358 56674 56820
131 98 19    4837 15121 23685 30819 36691 41385 45049 47959 50153 51816 53025 54030 54693 55230 55654 56017 56359 56675 56821
132 98 13    4838 15122 23686 30820 36692 41386 45050 47960 50154 51817 53026 54031 54694
133 98 11    4839 15123 23687 30821 36693 41387 45051 47961 50155 51818 53027
134 98 10    4840 15124 23688 30822 36694 41388 45052 47962 50156 51819
135 98  8    4841 15125 23689 30823 36695 41389 45053 47963
136 98  7    4842 15126 23690 30824 36696 41390 45054
137 98  6    4843 15127 23691 30825 36697 41391
138 98  6    4844 15128 23692 30826 36698 41392
139 98  5    4845 15129 23693 30827 36699
140 98  4    4846 15130 23694 30828
141 98  3    4847 15131 23695
142 98  2    4848 15132
143 98  1    4849
144 98  1    4850
145 98  1    4851
146 98  2    4852 15133
147 98  4    4853 15134 23696 30829
148 98 14    4854 15135 23697 30830 36700 41393 45055 47964 50157 51820 53028 54032 54695 55231
149 98  6    4855 15136 23698 30831 36701 41394
150 98  5    4856 15137 23699 30832 36702
151 98  4    4857 15138 23700 30833
152 98  3    4858 15139 23701
153 98  2    4859 15140
154 98  1    4860
155 98  1    4861
156 98  1    4862
157 98  1    4863
 36 99  1    4864
 37 99  1    4865
 38 99  1    4866
 52 99  1    4867
 55 99  1    4868
 68 99  1    4869
 69 99  1    4870
 70 99  1    4871
 71 99  2    4872 15141
 72 99  2    4873 15142
 73 99  2    4874 15143
 74 99  2    4875 15144
 75 99  2    4876 15145
 76 99  2    4877 15146
 77 99  1    4878
 78 99  2    4879 15147
 79 99  2    4880 15148
 80 99  2    4881 15149
 81 99  2    4882 15150
 82 99  2    4883 15151
 83 99  1    4884
 84 99  2    4885 15152
 85 99  3    4886 15153 23702
 86 99  3    4887 15154 23703
 87 99  2    4888 15155
 88 99  2    4889 15156
 89 99  2    4890 15157
 98 99  2    4891 15158
 99 99  1    4892
103 99  1    4893
114 99  2    4894 15159
115 99  2    4895 15160
116 99  3    4896 15161 23704
117 99  4    4897 15162 23705 30834
118 99  4    4898 15163 23706 30835
119 99  4    4899 15164 23707 30836
120 99  5    4900 15165 23708 30837 36703
121 99  5    4901 15166 23709 30838 36704
122 99  5    4902 15167 23710 30839 36705
123 99  5    4903 15168 23711 30840 36706
124 99  6    4904 15169 23712 30841 36707 41395
125 99  6    4905 15170 23713 30842 36708 41396
126 99  7    4906 15171 23714 30843 36709 41397 45056
127 99 10    4907 15172 23715 30844 36710 41398 45057 47965 50158 51821
128 99 14    4908 15173 23716 30845 36711 41399 45058 47966 50159 51822 53029 54033 54696 55232
129 99 19    4909 15174 23717 30846 36712 41400 45059 47967 50160 51823 53030 54034 54697 55233 55655 56018 56360 56676 56822
130 99 19    4910 15175 23718 30847 36713 41401 45060 47968 50161 51824 53031 54035 54698 55234 55656 56019 56361 56677 56823
131 99 19    4911 15176 23719 30848 36714 41402 45061 47969 50162 51825 53032 54036 54699 55235 55657 56020 56362 56678 56824
132 99 13    4912 15177 23720 30849 36715 41403 45062 47970 50163 51826 53033 54037 54700
133 99 11    4913 15178 23721 30850 36716 41404 45063 47971 50164 51827 53034
134 99  9    4914 15179 23722 30851 36717 41405 45064 47972 50165
135 99  8    4915 15180 23723 30852 36718 41406 45065 47973
136 99  7    4916 15181 23724 30853 36719 41407 45066
137 99  6    4917 15182 23725 30854 36720 41408
138 99  5    4918 15183 23726 30855 36721
139 99  4    4919 15184 23727 30856
140 99  3    4920 15185 23728
141 99  3    4921 15186 23729
142 99  2    4922 15187
143 99  1    4923
144 99  1    4924
145 99  1    4925
146 99  2    4926 15188
147 99  4    4927 15189 23730 30857
148 99 14    4928 15190 23731 30858 36722 41409 45067 47974 50166 51828 53035 54038 54701 55236
149 99  6    4929 15191 23732 30859 36723 41410
150 99  6    4930 15192 23733 30860 36724 41411
151 99  5    4931 15193 23734 30861 36725
152 99  4    4932 15194 23735 30862
153 99  3    4933 15195 23736
154 99  2    4934 15196
155 99  1    4935
156 99  1    4936
157 99  1    4937
158 99  1    4938
 36100  1    4939
 37100  1    4940
 38100  1    4941
 44100  1    4942
 52100  1    4943
 53100  1    4944
 55100  1    4945
 63100  1    4946
 64100  1    4947
 70100  1    4948
 71100  2    4949 15197
 72100  3    4950 15198 23737
 73100  3    4951 15199 23738
 74100  3    4952 15200 23739
 75100  3    4953 15201 23740
 76100  2    4954 15202
 77100  3    4955 15203 23741
 78100  3    4956 15204 23742
 79100  3    4957 15205 23743
 80100  3    4958 15206 23744
 81100  3    4959 15207 23745
 82100  3    4960 15208 23746
 83100  2    4961 15209
 84100  3    4962 15210 23747
 85100  4    4963 15211 23748 30863
 86100  4    4964 15212 23749 30864
 87100  4    4965 15213 23750 30865
 88100  3    4966 15214 23751
 89100  2    4967 15215
 92100  1    4968
 93100  1    4969
 94100  1    4970
 97100  1    4971
 98100  2    4972 15216
 99100  2    4973 15217
100100  2    4974 15218
101100  1    4975
102100  1    4976
103100  1    4977
104100  1    4978
105100  1    4979
106100  1    4980
107100  2    4981 15219
108100  2    4982 15220
109100  2    4983 15221
110100  1    4984
111100  1    4985
112100  2    4986 15222
113100  3    4987 15223 23752
114100  4    4988 15224 23753 30866
115100  4    4989 15225 23754 30867
116100  5    4990 15226 23755 30868 36726
117100  5    4991 15227 23756 30869 36727
118100  6    4992 15228 23757 30870 36728 41412
119100  6    4993 15229 23758 30871 36729 41413
120100  6    4994 15230 23759 30872 36730 41414
121100  7    4995 15231 23760 30873 36731 41415 45068
122100  7    4996 15232 23761 30874 36732 41416 45069
123100  7    4997 15233 23762 30875 36733 41417 45070
124100  7    4998 15234 23763 30876 36734 41418 45071
125100  8    4999 15235 23764 30877 36735 41419 45072 47975
126100 10    5000 15236 23765 30878 36736 41420 45073 47976 50167 51829
127100 12    5001 15237 23766 30879 36737 41421 45074 47977 50168 51830 53036 54039
128100 16    5002 15238 23767 30880 36738 41422 45075 47978 50169 51831 53037 54040 54702 55237 55658 56021
129100 17    5003 15239 23768 30881 36739 41423 45076 47979 50170 51832 53038 54041 54703 55238 55659 56022 56363
130100 17    5004 15240 23769 30882 36740 41424 45077 47980 50171 51833 53039 54042 54704 55239 55660 56023 56364
131100 17    5005 15241 23770 30883 36741 41425 45078 47981 50172 51834 53040 54043 54705 55240 55661 56024 56365
132100 13    5006 15242 23771 30884 36742 41426 45079 47982 50173 51835 53041 54044 54706
133100 11    5007 15243 23772 30885 36743 41427 45080 47983 50174 51836 53042
134100  9    5008 15244 23773 30886 36744 41428 45081 47984 50175
135100  8    5009 15245 23774 30887 36745 41429 45082 47985
136100  7    5010 15246 23775 30888 36746 41430 45083
137100  6    5011 15247 23776 30889 36747 41431
138100  5    5012 15248 23777 30890 36748
139100  4    5013 15249 23778 30891
140100  3    5014 15250 23779
141100  2    5015 15251
142100  2    5016 15252
143100  1    5017
144100  1    5018
145100  1    5019
146100  1    5020
147100  3    5021 15253 23780
148100 14    5022 15254 23781 30892 36749 41432 45084 47986 50176 51837 53043 54045 54707 55241
149100 14    5023 15255 23782 30893 36750 41433 45085 47987 50177 51838 53044 54046 54708 55242
150100 14    5024 15256 23783 30894 36751 41434 45086 47988 50178 51839 53045 54047 54709 55243
151100  6    5025 15257 23784 30895 36752 41435
152100  6    5026 15258 23785 30896 36753 41436
153100  4    5027 15259 23786 30897
154100  2    5028 15260
155100  1    5029
156100  1    5030
164100  1    5031
165100  1    5032
166100  1    5033
167100  1    5034
 31101  1    5035
 36101  1    5036
 37101  1    5037
 38101  1    5038
 40101  1    5039
 44101  1    5040
 46101  1    5041
 47101  1    5042
 48101  1    5043
 49101  1    5044
 50101  1    5045
 51101  1    5046
 52101  1    5047
 53101  1    5048
 54101  1    5049
 55101  1    5050
 56101  1    5051
 57101  1    5052
 58101  1    5053
 59101  1    5054
 60101  1    5055
 61101  1    5056
 62101  1    5057
 63101  1    5058
 64101  1    5059
 70101  2    5060 15261
 71101  3    5061 15262 23787
 72101  3    5062 15263 23788
 73101  3    5063 15264 23789
 74101  3    5064 15265 23790
 75101  3    5065 15266 23791
 76101  3    5066 15267 23792
 77101  3    5067 15268 23793
 78101  4    5068 15269 23794 30898
 79101  4    5069 15270 23795 30899
 80101  4    5070 15271 23796 30900
 81101  4    5071 15272 23797 30901
 82101  4    5072 15273 23798 30902
 83101  4    5073 15274 23799 30903
 84101  4    5074 15275 23800 30904
 85101  4    5075 15276 23801 30905
 86101  4    5076 15277 23802 30906
 87101  4    5077 15278 23803 30907
 88101  4    5078 15279 23804 30908
 89101  3    5079 15280 23805
 90101  2    5080 15281
 91101  2    5081 15282
 92101  2    5082 15283
 93101  3    5083 15284 23806
 94101  3    5084 15285 23807
 95101  2    5085 15286
 96101  2    5086 15287
 97101  2    5087 15288
 98101  2    5088 15289
 99101  3    5089 15290 23808
100101  3    5090 15291 23809
101101  2    5091 15292
102101  2    5092 15293
103101  2    5093 15294
104101  2    5094 15295
105101  3    5095 15296 23810
106101  3    5096 15297 23811
107101  4    5097 15298 23812 30909
108101  4    5098 15299 23813 30910
109101  3    5099 15300 23814
110101  3    5100 15301 23815
111101  3    5101 15302 23816
112101  4    5102 15303 23817 30911
113101  5    5103 15304 23818 30912 36754
114101  6    5104 15305 23819 30913 36755 41437
115101  6    5105 15306 23820 30914 36756 41438
116101  6    5106 15307 23821 30915 36757 41439
117101  7    5107 15308 23822 30916 36758 41440 45087
118101  7    5108 15309 23823 30917 36759 41441 45088
119101  7    5109 15310 23824 30918 36760 41442 45089
120101  7    5110 15311 23825 30919 36761 41443 45090
121101  7    5111 15312 23826 30920 36762 41444 45091
122101  8    5112 15313 23827 30921 36763 41445 45092 47989
123101  8    5113 15314 23828 30922 36764 41446 45093 47990
124101  8    5114 15315 23829 30923 36765 41447 45094 47991
125101  9    5115 15316 23830 30924 36766 41448 45095 47992 50179
126101 11    5116 15317 23831 30925 36767 41449 45096 47993 50180 51840 53046
127101 13    5117 15318 23832 30926 36768 41450 45097 47994 50181 51841 53047 54048 54710
128101 16    5118 15319 23833 30927 36769 41451 45098 47995 50182 51842 53048 54049 54711 55244 55662 56025
129101 17    5119 15320 23834 30928 36770 41452 45099 47996 50183 51843 53049 54050 54712 55245 55663 56026 56366
130101 17    5120 15321 23835 30929 36771 41453 45100 47997 50184 51844 53050 54051 54713 55246 55664 56027 56367
131101 17    5121 15322 23836 30930 36772 41454 45101 47998 50185 51845 53051 54052 54714 55247 55665 56028 56368
132101 13    5122 15323 23837 30931 36773 41455 45102 47999 50186 51846 53052 54053 54715
133101 10    5123 15324 23838 30932 36774 41456 45103 48000 50187 51847
134101  9    5124 15325 23839 30933 36775 41457 45104 48001 50188
135101  8    5125 15326 23840 30934 36776 41458 45105 48002
136101  7    5126 15327 23841 30935 36777 41459 45106
137101  6    5127 15328 23842 30936 36778 41460
138101  5    5128 15329 23843 30937 36779
139101  4    5129 15330 23844 30938
140101  3    5130 15331 23845
141101  2    5131 15332
142101  2    5132 15333
143101  1    5133
144101  1    5134
145101  1    5135
146101  1    5136
147101  2    5137 15334
148101  4    5138 15335 23846 30939
149101  6    5139 15336 23847 30940 36780 41461
150101 14    5140 15337 23848 30941 36781 41462 45107 48003 50189 51848 53053 54054 54716 55248
151101 14    5141 15338 23849 30942 36782 41463 45108 48004 50190 51849 53054 54055 54717 55249
152101  6    5142 15339 23850 30943 36783 41464
153101  6    5143 15340 23851 30944 36784 41465
154101  4    5144 15341 23852 30945
155101  2    5145 15342
161101  1    5146
162101  1    5147
163101  1    5148
164101  1    5149
 30102  1    5150
 31102  1    5151
 36102  1    5152
 37102  2    5153 15343
 38102  2    5154 15344
 39102  1    5155
 40102  1    5156
 41102  1    5157
 42102  2    5158 15345
 43102  3    5159 15346 23853
 44102  5    5160 15347 23854 30946 36785
 45102  4    5161 15348 23855 30947
 46102  3    5162 15349 23856
 47102  2    5163 15350
 48102  2    5164 15351
 49102  2    5165 15352
 50102  2    5166 15353
 51102  2    5167 15354
 52102  2    5168 15355
 53102  2    5169 15356
 54102  2    5170 15357
 55102  2    5171 15358
 56102  2    5172 15359
 57102  2    5173 15360
 58102  2    5174 15361
 59102  2    5175 15362
 60102  2    5176 15363
 61102  2    5177 15364
 62102  2    5178 15365
 63102  1    5179
 64102  1    5180
 68102  1    5181
 69102  1    5182
 70102  2    5183 15366
 71102  4    5184 15367 23857 30948
 72102  5    5185 15368 23858 30949 36786
 73102  4    5186 15369 23859 30950
 74102  4    5187 15370 23860 30951
 75102  4    5188 15371 23861 30952
 76102  3    5189 15372 23862
 77102  4    5190 15373 23863 30953
 78102  4    5191 15374 23864 30954
 79102  4    5192 15375 23865 30955
 80102  4    5193 15376 23866 30956
 81102  5    5194 15377 23867 30957 36787
 82102  5    5195 15378 23868 30958 36788
 83102  5    5196 15379 23869 30959 36789
 84102  5    5197 15380 23870 30960 36790
 85102  5    5198 15381 23871 30961 36791
 86102  5    5199 15382 23872 30962 36792
 87102  4    5200 15383 23873 30963
 88102  4    5201 15384 23874 30964
 89102  4    5202 15385 23875 30965
 90102  4    5203 15386 23876 30966
 91102  3    5204 15387 23877
 92102  3    5205 15388 23878
 93102  4    5206 15389 23879 30967
 94102  4    5207 15390 23880 30968
 95102  4    5208 15391 23881 30969
 96102  3    5209 15392 23882
 97102  3    5210 15393 23883
 98102  4    5211 15394 23884 30970
 99102  4    5212 15395 23885 30971
100102  4    5213 15396 23886 30972
101102  4    5214 15397 23887 30973
102102  3    5215 15398 23888
103102  3    5216 15399 23889
104102  3    5217 15400 23890
105102  4    5218 15401 23891 30974
106102  4    5219 15402 23892 30975
107102  5    5220 15403 23893 30976 36793
108102  5    5221 15404 23894 30977 36794
109102  5    5222 15405 23895 30978 36795
110102  5    5223 15406 23896 30979 36796
111102  5    5224 15407 23897 30980 36797
112102  6    5225 15408 23898 30981 36798 41466
113102  7    5226 15409 23899 30982 36799 41467 45109
114102  7    5227 15410 23900 30983 36800 41468 45110
115102  7    5228 15411 23901 30984 36801 41469 45111
116102  7    5229 15412 23902 30985 36802 41470 45112
117102  7    5230 15413 23903 30986 36803 41471 45113
118102  7    5231 15414 23904 30987 36804 41472 45114
119102  7    5232 15415 23905 30988 36805 41473 45115
120102  7    5233 15416 23906 30989 36806 41474 45116
121102  8    5234 15417 23907 30990 36807 41475 45117 48005
122102  8    5235 15418 23908 30991 36808 41476 45118 48006
123102  8    5236 15419 23909 30992 36809 41477 45119 48007
124102  9    5237 15420 23910 30993 36810 41478 45120 48008 50191
125102 10    5238 15421 23911 30994 36811 41479 45121 48009 50192 51850
126102 11    5239 15422 23912 30995 36812 41480 45122 48010 50193 51851 53055
127102 13    5240 15423 23913 30996 36813 41481 45123 48011 50194 51852 53056 54056 54718
128102 17    5241 15424 23914 30997 36814 41482 45124 48012 50195 51853 53057 54057 54719 55250 55666 56029 56369
129102 17    5242 15425 23915 30998 36815 41483 45125 48013 50196 51854 53058 54058 54720 55251 55667 56030 56370
130102 17    5243 15426 23916 30999 36816 41484 45126 48014 50197 51855 53059 54059 54721 55252 55668 56031 56371
131102 17    5244 15427 23917 31000 36817 41485 45127 48015 50198 51856 53060 54060 54722 55253 55669 56032 56372
132102 12    5245 15428 23918 31001 36818 41486 45128 48016 50199 51857 53061 54061
133102 10    5246 15429 23919 31002 36819 41487 45129 48017 50200 51858
134102  9    5247 15430 23920 31003 36820 41488 45130 48018 50201
135102  7    5248 15431 23921 31004 36821 41489 45131
136102  6    5249 15432 23922 31005 36822 41490
137102  6    5250 15433 23923 31006 36823 41491
138102  5    5251 15434 23924 31007 36824
139102  4    5252 15435 23925 31008
140102  3    5253 15436 23926
141102  2    5254 15437
142102  2    5255 15438
143102  1    5256
145102  1    5257
146102  1    5258
147102  1    5259
148102  2    5260 15439
149102  4    5261 15440 23927 31009
150102  6    5262 15441 23928 31010 36825 41492
151102 14    5263 15442 23929 31011 36826 41493 45132 48019 50202 51859 53062 54062 54723 55254
152102 14    5264 15443 23930 31012 36827 41494 45133 48020 50203 51860 53063 54063 54724 55255
153102 14    5265 15444 23931 31013 36828 41495 45134 48021 50204 51861 53064 54064 54725 55256
154102 14    5266 15445 23932 31014 36829 41496 45135 48022 50205 51862 53065 54065 54726 55257
155102  6    5267 15446 23933 31015 36830 41497
156102  4    5268 15447 23934 31016
157102  1    5269
158102  1    5270
159102  1    5271
160102  1    5272
161102  1    5273
162102  1    5274
163102  1    5275
164102  1    5276
 31103  1    5277
 34103  1    5278
 35103  2    5279 15448
 36103  2    5280 15449
 37103  2    5281 15450
 38103  2    5282 15451
 39103  2    5283 15452
 40103  2    5284 15453
 41103  2    5285 15454
 42103  3    5286 15455 23935
 43103  4    5287 15456 23936 31017
 44103  5    5288 15457 23937 31018 36831
 45103  5    5289 15458 23938 31019 36832
 46103  4    5290 15459 23939 31020
 47103  3    5291 15460 23940
 48103  2    5292 15461
 49103  2    5293 15462
 50103  2    5294 15463
 51103  2    5295 15464
 52103  2    5296 15465
 53103  2    5297 15466
 54103  2    5298 15467
 55103  2    5299 15468
 56103  2    5300 15469
 57103  3    5301 15470 23941
 58103  3    5302 15471 23942
 59103  4    5303 15472 23943 31021
 60103  4    5304 15473 23944 31022
 61103  3    5305 15474 23945
 62103  3    5306 15475 23946
 63103  2    5307 15476
 64103  2    5308 15477
 65103  1    5309
 66103  1    5310
 67103  1    5311
 68103  1    5312
 69103  2    5313 15478
 70103  3    5314 15479 23947
 71103  5    5315 15480 23948 31023 36833
 72103  5    5316 15481 23949 31024 36834
 73103  5    5317 15482 23950 31025 36835
 74103  4    5318 15483 23951 31026
 75103  4    5319 15484 23952 31027
 76103  4    5320 15485 23953 31028
 77103  4    5321 15486 23954 31029
 78103  4    5322 15487 23955 31030
 79103  4    5323 15488 23956 31031
 80103  5    5324 15489 23957 31032 36836
 81103  5    5325 15490 23958 31033 36837
 82103  5    5326 15491 23959 31034 36838
 83103  5    5327 15492 23960 31035 36839
 84103  5    5328 15493 23961 31036 36840
 85103  5    5329 15494 23962 31037 36841
 86103  5    5330 15495 23963 31038 36842
 87103  5    5331 15496 23964 31039 36843
 88103  5    5332 15497 23965 31040 36844
 89103  5    5333 15498 23966 31041 36845
 90103  5    5334 15499 23967 31042 36846
 91103  4    5335 15500 23968 31043
 92103  4    5336 15501 23969 31044
 93103  5    5337 15502 23970 31045 36847
 94103  5    5338 15503 23971 31046 36848
 95103  5    5339 15504 23972 31047 36849
 96103  5    5340 15505 23973 31048 36850
 97103  5    5341 15506 23974 31049 36851
 98103  5    5342 15507 23975 31050 36852
 99103  6    5343 15508 23976 31051 36853 41498
100103  5    5344 15509 23977 31052 36854
101103  5    5345 15510 23978 31053 36855
102103  5    5346 15511 23979 31054 36856
103103  4    5347 15512 23980 31055
104103  4    5348 15513 23981 31056
105103  5    5349 15514 23982 31057 36857
106103  6    5350 15515 23983 31058 36858 41499
107103  6    5351 15516 23984 31059 36859 41500
108103  6    5352 15517 23985 31060 36860 41501
109103  6    5353 15518 23986 31061 36861 41502
110103  6    5354 15519 23987 31062 36862 41503
111103  7    5355 15520 23988 31063 36863 41504 45136
112103  7    5356 15521 23989 31064 36864 41505 45137
113103  8    5357 15522 23990 31065 36865 41506 45138 48023
114103  8    5358 15523 23991 31066 36866 41507 45139 48024
115103  8    5359 15524 23992 31067 36867 41508 45140 48025
116103  8    5360 15525 23993 31068 36868 41509 45141 48026
117103  7    5361 15526 23994 31069 36869 41510 45142
118103  7    5362 15527 23995 31070 36870 41511 45143
119103  7    5363 15528 23996 31071 36871 41512 45144
120103  8    5364 15529 23997 31072 36872 41513 45145 48027
121103  8    5365 15530 23998 31073 36873 41514 45146 48028
122103  8    5366 15531 23999 31074 36874 41515 45147 48029
123103  8    5367 15532 24000 31075 36875 41516 45148 48030
124103  9    5368 15533 24001 31076 36876 41517 45149 48031 50206
125103 10    5369 15534 24002 31077 36877 41518 45150 48032 50207 51863
126103 11    5370 15535 24003 31078 36878 41519 45151 48033 50208 51864 53066
127103 13    5371 15536 24004 31079 36879 41520 45152 48034 50209 51865 53067 54066 54727
128103 17    5372 15537 24005 31080 36880 41521 45153 48035 50210 51866 53068 54067 54728 55258 55670 56033 56373
129103 17    5373 15538 24006 31081 36881 41522 45154 48036 50211 51867 53069 54068 54729 55259 55671 56034 56374
130103 17    5374 15539 24007 31082 36882 41523 45155 48037 50212 51868 53070 54069 54730 55260 55672 56035 56375
131103 17    5375 15540 24008 31083 36883 41524 45156 48038 50213 51869 53071 54070 54731 55261 55673 56036 56376
132103 12    5376 15541 24009 31084 36884 41525 45157 48039 50214 51870 53072 54071
133103 10    5377 15542 24010 31085 36885 41526 45158 48040 50215 51871
134103  9    5378 15543 24011 31086 36886 41527 45159 48041 50216
135103  7    5379 15544 24012 31087 36887 41528 45160
136103  6    5380 15545 24013 31088 36888 41529
137103  5    5381 15546 24014 31089 36889
138103  5    5382 15547 24015 31090 36890
139103  4    5383 15548 24016 31091
140103  3    5384 15549 24017
141103  3    5385 15550 24018
142103  2    5386 15551
143103  1    5387
144103  1    5388
146103  1    5389
148103  1    5390
149103  2    5391 15552
150103  2    5392 15553
151103  4    5393 15554 24019 31092
152103  5    5394 15555 24020 31093 36891
153103  6    5395 15556 24021 31094 36892 41530
154103 14    5396 15557 24022 31095 36893 41531 45161 48042 50217 51872 53073 54072 54732 55262
155103 14    5397 15558 24023 31096 36894 41532 45162 48043 50218 51873 53074 54073 54733 55263
156103 14    5398 15559 24024 31097 36895 41533 45163 48044 50219 51874 53075 54074 54734 55264
157103  4    5399 15560 24025 31098
158103  2    5400 15561
159103  1    5401
160103  1    5402
161103  2    5403 15562
162103  2    5404 15563
163103  1    5405
 26104  1    5406
 29104  1    5407
 31104  1    5408
 34104  1    5409
 35104  2    5410 15564
 36104  2    5411 15565
 37104  2    5412 15566
 38104  2    5413 15567
 39104  3    5414 15568 24026
 40104  3    5415 15569 24027
 41104  4    5416 15570 24028 31099
 42104  4    5417 15571 24029 31100
 43104  5    5418 15572 24030 31101 36896
 44104  5    5419 15573 24031 31102 36897
 45104  5    5420 15574 24032 31103 36898
 46104  4    5421 15575 24033 31104
 47104  3    5422 15576 24034
 48104  3    5423 15577 24035
 49104  2    5424 15578
 50104  2    5425 15579
 51104  3    5426 15580 24036
 52104  3    5427 15581 24037
 53104  3    5428 15582 24038
 54104  3    5429 15583 24039
 55104  2    5430 15584
 56104  3    5431 15585 24040
 57104  4    5432 15586 24041 31105
 58104  5    5433 15587 24042 31106 36899
 59104  5    5434 15588 24043 31107 36900
 60104  5    5435 15589 24044 31108 36901
 61104  5    5436 15590 24045 31109 36902
 62104  3    5437 15591 24046
 63104  3    5438 15592 24047
 64104  4    5439 15593 24048 31110
 65104  3    5440 15594 24049
 66104  2    5441 15595
 67104  2    5442 15596
 68104  1    5443
 69104  2    5444 15597
 70104  5    5445 15598 24050 31111 36903
 71104  5    5446 15599 24051 31112 36904
 72104  5    5447 15600 24052 31113 36905
 73104  5    5448 15601 24053 31114 36906
 74104  5    5449 15602 24054 31115 36907
 75104  5    5450 15603 24055 31116 36908
 76104  4    5451 15604 24056 31117
 77104  4    5452 15605 24057 31118
 78104  4    5453 15606 24058 31119
 79104  5    5454 15607 24059 31120 36909
 80104  5    5455 15608 24060 31121 36910
 81104  5    5456 15609 24061 31122 36911
 82104  6    5457 15610 24062 31123 36912 41534
 83104  6    5458 15611 24063 31124 36913 41535
 84104  7    5459 15612 24064 31125 36914 41536 45164
 85104  5    5460 15613 24065 31126 36915
 86104  5    5461 15614 24066 31127 36916
 87104  5    5462 15615 24067 31128 36917
 88104  5    5463 15616 24068 31129 36918
 89104  6    5464 15617 24069 31130 36919 41537
 90104  6    5465 15618 24070 31131 36920 41538
 91104  8    5466 15619 24071 31132 36921 41539 45165 48045
 92104  6    5467 15620 24072 31133 36922 41540
 93104  6    5468 15621 24073 31134 36923 41541
 94104  7    5469 15622 24074 31135 36924 41542 45166
 95104  7    5470 15623 24075 31136 36925 41543 45167
 96104  7    5471 15624 24076 31137 36926 41544 45168
 97104  7    5472 15625 24077 31138 36927 41545 45169
 98104  7    5473 15626 24078 31139 36928 41546 45170
 99104  7    5474 15627 24079 31140 36929 41547 45171
100104  7    5475 15628 24080 31141 36930 41548 45172
101104  7    5476 15629 24081 31142 36931 41549 45173
102104  6    5477 15630 24082 31143 36932 41550
103104  6    5478 15631 24083 31144 36933 41551
104104  5    5479 15632 24084 31145 36934
105104  6    5480 15633 24085 31146 36935 41552
106104  7    5481 15634 24086 31147 36936 41553 45174
107104  7    5482 15635 24087 31148 36937 41554 45175
108104  7    5483 15636 24088 31149 36938 41555 45176
109104  7    5484 15637 24089 31150 36939 41556 45177
110104  7    5485 15638 24090 31151 36940 41557 45178
111104  8    5486 15639 24091 31152 36941 41558 45179 48046
112104  8    5487 15640 24092 31153 36942 41559 45180 48047
113104  8    5488 15641 24093 31154 36943 41560 45181 48048
114104  8    5489 15642 24094 31155 36944 41561 45182 48049
115104  8    5490 15643 24095 31156 36945 41562 45183 48050
116104  8    5491 15644 24096 31157 36946 41563 45184 48051
117104  8    5492 15645 24097 31158 36947 41564 45185 48052
118104  8    5493 15646 24098 31159 36948 41565 45186 48053
119104  8    5494 15647 24099 31160 36949 41566 45187 48054
120104  8    5495 15648 24100 31161 36950 41567 45188 48055
121104  8    5496 15649 24101 31162 36951 41568 45189 48056
122104  8    5497 15650 24102 31163 36952 41569 45190 48057
123104  8    5498 15651 24103 31164 36953 41570 45191 48058
124104  9    5499 15652 24104 31165 36954 41571 45192 48059 50220
125104  9    5500 15653 24105 31166 36955 41572 45193 48060 50221
126104 11    5501 15654 24106 31167 36956 41573 45194 48061 50222 51875 53076
127104 13    5502 15655 24107 31168 36957 41574 45195 48062 50223 51876 53077 54075 54735
128104 17    5503 15656 24108 31169 36958 41575 45196 48063 50224 51877 53078 54076 54736 55265 55674 56037 56377
129104 17    5504 15657 24109 31170 36959 41576 45197 48064 50225 51878 53079 54077 54737 55266 55675 56038 56378
