126214  7   10147 19580 27337 33966 39251 43484 46808
127214  7   10148 19581 27338 33967 39252 43485 46809
128214  7   10149 19582 27339 33968 39253 43486 46810
129214  7   10150 19583 27340 33969 39254 43487 46811
130214  7   10151 19584 27341 33970 39255 43488 46812
131214  5   10152 19585 27342 33971 39256
132214  4   10153 19586 27343 33972
133214  2   10154 19587
136214  1   10155
100215  1   10156
104215  3   10157 19588 27344
105215  2   10158 19589
106215  2   10159 19590
107215  2   10160 19591
108215  3   10161 19592 27345
109215  3   10162 19593 27346
110215  3   10163 19594 27347
111215  2   10164 19595
112215  3   10165 19596 27348
113215  3   10166 19597 27349
114215  3   10167 19598 27350
115215  3   10168 19599 27351
116215  3   10169 19600 27352
117215  3   10170 19601 27353
118215  3   10171 19602 27354
119215  3   10172 19603 27355
120215  5   10173 19604 27356 33973 39257
121215  7   10174 19605 27357 33974 39258 43489 46813
122215  4   10175 19606 27358 33975
123215  4   10176 19607 27359 33976
124215  4   10177 19608 27360 33977
125215  4   10178 19609 27361 33978
126215  4   10179 19610 27362 33979
127215  4   10180 19611 27363 33980
128215  4   10181 19612 27364 33981
129215  4   10182 19613 27365 33982
130215  7   10183 19614 27366 33983 39259 43490 46814
131215  5   10184 19615 27367 33984 39260
132215  4   10185 19616 27368 33985
133215  1   10186
 99216  1   10187
100216  2   10188 19617
101216  3   10189 19618 27369
102216  3   10190 19619 27370
103216  3   10191 19620 27371
104216  3   10192 19621 27372
105216  3   10193 19622 27373
106216  3   10194 19623 27374
107216  4   10195 19624 27375 33986
108216  4   10196 19625 27376 33987
109216  4   10197 19626 27377 33988
110216  4   10198 19627 27378 33989
111216  3   10199 19628 27379
112216  7   10200 19629 27380 33990 39261 43491 46815
113216  7   10201 19630 27381 33991 39262 43492 46816
114216  7   10202 19631 27382 33992 39263 43493 46817
115216  7   10203 19632 27383 33993 39264 43494 46818
116216  7   10204 19633 27384 33994 39265 43495 46819
117216  7   10205 19634 27385 33995 39266 43496 46820
118216  7   10206 19635 27386 33996 39267 43497 46821
119216  7   10207 19636 27387 33997 39268 43498 46822
120216  7   10208 19637 27388 33998 39269 43499 46823
121216  7   10209 19638 27389 33999 39270 43500 46824
122216  4   10210 19639 27390 34000
123216  4   10211 19640 27391 34001
124216  4   10212 19641 27392 34002
125216  4   10213 19642 27393 34003
126216  4   10214 19643 27394 34004
127216  4   10215 19644 27395 34005
128216  5   10216 19645 27396 34006 39271
129216  5   10217 19646 27397 34007 39272
130216  7   10218 19647 27398 34008 39273 43501 46825
131216  7   10219 19648 27399 34009 39274 43502 46826
132216  4   10220 19649 27400 34010
133216  1   10221
100217  3   10222 19650 27401
101217  5   10223 19651 27402 34011 39275
102217  5   10224 19652 27403 34012 39276
103217  5   10225 19653 27404 34013 39277
104217  5   10226 19654 27405 34014 39278
105217  8   10227 19655 27406 34015 39279 43503 46827 49390
106217  8   10228 19656 27407 34016 39280 43504 46828 49391
107217  8   10229 19657 27408 34017 39281 43505 46829 49392
108217  8   10230 19658 27409 34018 39282 43506 46830 49393
109217  8   10231 19659 27410 34019 39283 43507 46831 49394
110217  8   10232 19660 27411 34020 39284 43508 46832 49395
111217  8   10233 19661 27412 34021 39285 43509 46833 49396
112217  8   10234 19662 27413 34022 39286 43510 46834 49397
113217  5   10235 19663 27414 34023 39287
114217  5   10236 19664 27415 34024 39288
115217  4   10237 19665 27416 34025
116217  4   10238 19666 27417 34026
117217  4   10239 19667 27418 34027
118217  3   10240 19668 27419
119217  3   10241 19669 27420
120217  3   10242 19670 27421
121217  3   10243 19671 27422
122217  3   10244 19672 27423
123217  3   10245 19673 27424
124217  3   10246 19674 27425
125217  3   10247 19675 27426
126217  3   10248 19676 27427
127217  3   10249 19677 27428
128217  3   10250 19678 27429
129217  5   10251 19679 27430 34028 39289
130217  6   10252 19680 27431 34029 39290 43511
131217  7   10253 19681 27432 34030 39291 43512 46835
132217  5   10254 19682 27433 34031 39292
133217  2   10255 19683
101218  5   10256 19684 27434 34032 39293
102218  5   10257 19685 27435 34033 39294
103218  5   10258 19686 27436 34034 39295
104218  5   10259 19687 27437 34035 39296
105218  5   10260 19688 27438 34036 39297
106218  4   10261 19689 27439 34037
107218  4   10262 19690 27440 34038
108218  3   10263 19691 27441
109218  4   10264 19692 27442 34039
110218  3   10265 19693 27443
111218  3   10266 19694 27444
112218  3   10267 19695 27445
113218  3   10268 19696 27446
114218  3   10269 19697 27447
115218  3   10270 19698 27448
116218  3   10271 19699 27449
117218  3   10272 19700 27450
118218  3   10273 19701 27451
119218  3   10274 19702 27452
120218  3   10275 19703 27453
121218  3   10276 19704 27454
122218  3   10277 19705 27455
123218  3   10278 19706 27456
124218  3   10279 19707 27457
125218  3   10280 19708 27458
126218  3   10281 19709 27459
127218  3   10282 19710 27460
128218  3   10283 19711 27461
129218  3   10284 19712 27462
130218  5   10285 19713 27463 34040 39298
131218  7   10286 19714 27464 34041 39299 43513 46836
132218  7   10287 19715 27465 34042 39300 43514 46837
133218  7   10288 19716 27466 34043 39301 43515 46838
 99219  5   10289 19717 27467 34044 39302
100219  5   10290 19718 27468 34045 39303
101219  5   10291 19719 27469 34046 39304
102219  5   10292 19720 27470 34047 39305
103219  5   10293 19721 27471 34048 39306
104219  3   10294 19722 27472
105219  3   10295 19723 27473
107219  2   10296 19724
111219  1   10297
113219  1   10298
114219  2   10299 19725
115219  2   10300 19726
116219  3   10301 19727 27474
117219  3   10302 19728 27475
118219  3   10303 19729 27476
119219  3   10304 19730 27477
120219  3   10305 19731 27478
121219  3   10306 19732 27479
122219  3   10307 19733 27480
123219  3   10308 19734 27481
124219  3   10309 19735 27482
125219  3   10310 19736 27483
126219  3   10311 19737 27484
127219  3   10312 19738 27485
128219  3   10313 19739 27486
129219  3   10314 19740 27487
130219  3   10315 19741 27488
131219  5   10316 19742 27489 34049 39307
132219  5   10317 19743 27490 34050 39308
133219  7   10318 19744 27491 34051 39309 43516 46839
103220  3   10319 19745 27492
105220  2   10320 19746
107220  1   10321
114220  1   10322
115220  2   10323 19747
116220  2   10324 19748
117220  3   10325 19749 27493
118220  3   10326 19750 27494
119220  3   10327 19751 27495
120220  3   10328 19752 27496
121220  3   10329 19753 27497
122220  3   10330 19754 27498
123220  3   10331 19755 27499
124220  3   10332 19756 27500
125220  3   10333 19757 27501
126220  3   10334 19758 27502
127220  3   10335 19759 27503
128220  3   10336 19760 27504
129220  3   10337 19761 27505
130220  3   10338 19762 27506
131220  3   10339 19763 27507
132220  5   10340 19764 27508 34052 39310
133220  7   10341 19765 27509 34053 39311 43517 46840
115221  1   10342
116221  2   10343 19766
117221  3   10344 19767 27510
118221  3   10345 19768 27511
119221  3   10346 19769 27512
120221  3   10347 19770 27513
121221  3   10348 19771 27514
122221  3   10349 19772 27515
123221  3   10350 19773 27516
124221  3   10351 19774 27517
125221  3   10352 19775 27518
126221  3   10353 19776 27519
127221  3   10354 19777 27520
128221  3   10355 19778 27521
129221  3   10356 19779 27522
130221  3   10357 19780 27523
131221  3   10358 19781 27524
132221  3   10359 19782 27525
133221  7   10360 19783 27526 34054 39312 43518 46841
134221  3   10361 19784 27527
110222  1   10362
111222  1   10363
112222  1   10364
113222  1   10365
114222  1   10366
115222  1   10367
116222  1   10368
117222  2   10369 19785
118222  3   10370 19786 27528
119222  3   10371 19787 27529
120222  3   10372 19788 27530
121222  3   10373 19789 27531
122222  3   10374 19790 27532
123222  3   10375 19791 27533
124222  3   10376 19792 27534
125222  3   10377 19793 27535
126222  3   10378 19794 27536
127222  3   10379 19795 27537
128222  3   10380 19796 27538
129222  3   10381 19797 27539
130222  3   10382 19798 27540
131222  3   10383 19799 27541
132222  3   10384 19800 27542
133222  8   10385 19801 27543 34055 39313 43519 46842 49398
134222  3   10386 19802 27544
115223  1   10387
119223  2   10388 19803
120223  3   10389 19804 27545
121223  3   10390 19805 27546
122223  3   10391 19806 27547
123223  3   10392 19807 27548
124223  3   10393 19808 27549
125223  3   10394 19809 27550
126223  3   10395 19810 27551
127223  3   10396 19811 27552
128223  3   10397 19812 27553
129223  3   10398 19813 27554
130223  3   10399 19814 27555
131223  3   10400 19815 27556
132223  3   10401 19816 27557
133223  8   10402 19817 27558 34056 39314 43520 46843 49399
134223  3   10403 19818 27559
115224  1   10404
116224  1   10405
117224  1   10406
118224  1   10407
119224  2   10408 19819
120224  2   10409 19820
121224  3   10410 19821 27560
122224  3   10411 19822 27561
123224  3   10412 19823 27562
124224  3   10413 19824 27563
125224  3   10414 19825 27564
126224  3   10415 19826 27565
127224  3   10416 19827 27566
128224  5   10417 19828 27567 34057 39315
129224  5   10418 19829 27568 34058 39316
130224  3   10419 19830 27569
131224  3   10420 19831 27570
132224  3   10421 19832 27571
133224  8   10422 19833 27572 34059 39317 43521 46844 49400
134224  3   10423 19834 27573
116225  1   10424
117225  2   10425 19835
118225  2   10426 19836
119225  2   10427 19837
120225  3   10428 19838 27574
121225  3   10429 19839 27575
122225  3   10430 19840 27576
123225  3   10431 19841 27577
124225  3   10432 19842 27578
125225  3   10433 19843 27579
126225  3   10434 19844 27580
127225  2   10435 19845
128225  3   10436 19846 27581
129225  5   10437 19847 27582 34060 39318
130225  5   10438 19848 27583 34061 39319
131225  7   10439 19849 27584 34062 39320 43522 46845
132225  7   10440 19850 27585 34063 39321 43523 46846
133225  7   10441 19851 27586 34064 39322 43524 46847
134225  3   10442 19852 27587
135225  2   10443 19853
136225  1   10444
111226  1   10445
112226  1   10446
113226  1   10447
114226  1   10448
115226  1   10449
116226  2   10450 19854
117226  2   10451 19855
118226  2   10452 19856
119226  2   10453 19857
120226  2   10454 19858
121226  2   10455 19859
122226  2   10456 19860
123226  2   10457 19861
124226  2   10458 19862
125226  2   10459 19863
126226  2   10460 19864
127226  2   10461 19865
129226  4   10462 19866 27588 34065
130226  7   10463 19867 27589 34066 39323 43525 46848
131226  7   10464 19868 27590 34067 39324 43526 46849
132226  4   10465 19869 27591 34068
133226  4   10466 19870 27592 34069
134226  3   10467 19871 27593
135226  2   10468 19872
136226  1   10469
112227  1   10470
114227  1   10471
116227  1   10472
117227  1   10473
118227  2   10474 19873
119227  2   10475 19874
120227  2   10476 19875
121227  2   10477 19876
122227  2   10478 19877
123227  2   10479 19878
124227  2   10480 19879
125227  2   10481 19880
126227  2   10482 19881
127227  2   10483 19882
128227  2   10484 19883
129227  4   10485 19884 27594 34070
130227  7   10486 19885 27595 34071 39325 43527 46850
131227  4   10487 19886 27596 34072
132227  4   10488 19887 27597 34073
133227  4   10489 19888 27598 34074
134227  3   10490 19889 27599
135227  2   10491 19890
136227  1   10492
116228  1   10493
119228  1   10494
120228  2   10495 19891
121228  2   10496 19892
122228  1   10497
125228  1   10498
126228  2   10499 19893
127228  2   10500 19894
128228  2   10501 19895
129228  4   10502 19896 27600 34075
130228  7   10503 19897 27601 34076 39326 43528 46851
131228  4   10504 19898 27602 34077
132228  4   10505 19899 27603 34078
133228  4   10506 19900 27604 34079
134228  3   10507 19901 27605
135228  2   10508 19902
136228  2   10509 19903
115229  1   10510
116229  1   10511
117229  1   10512
118229  1   10513
119229  1   10514
120229  1   10515
121229  1   10516
122229  1   10517
125229  1   10518
126229  2   10519 19904
127229  2   10520 19905
128229  2   10521 19906
129229  4   10522 19907 27606 34080
130229  7   10523 19908 27607 34081 39327 43529 46852
131229  4   10524 19909 27608 34082
132229  4   10525 19910 27609 34083
133229  3   10526 19911 27610
134229  3   10527 19912 27611
135229  2   10528 19913
136229  2   10529 19914
137229  1   10530
138229  1   10531
116230  1   10532
119230  1   10533
120230  1   10534
121230  1   10535
125230  1   10536
126230  2   10537 19915
127230  2   10538 19916
128230  2   10539 19917
129230  4   10540 19918 27612 34084
130230  7   10541 19919 27613 34085 39328 43530 46853
131230  4   10542 19920 27614 34086
132230  4   10543 19921 27615 34087
133230  3   10544 19922 27616
134230  3   10545 19923 27617
135230  2   10546 19924
119231  1   10547
120231  1   10548
121231  1   10549
122231  1   10550
125231  1   10551
126231  2   10552 19925
127231  2   10553 19926
128231  2   10554 19927
129231  4   10555 19928 27618 34088
130231  7   10556 19929 27619 34089 39329 43531 46854
131231  5   10557 19930 27620 34090 39330
132231  4   10558 19931 27621 34091
133231  3   10559 19932 27622
134231  2   10560 19933
135231  1   10561
119232  1   10562
120232  1   10563
121232  1   10564
125232  1   10565
126232  3   10566 19934 27623
127232  3   10567 19935 27624
128232  2   10568 19936
129232  4   10569 19937 27625 34092
130232  7   10570 19938 27626 34093 39331 43532 46855
131232  5   10571 19939 27627 34094 39332
132232  3   10572 19940 27628
116233  1   10573
117233  1   10574
118233  1   10575
119233  1   10576
120233  1   10577
121233  1   10578
125233  1   10579
126233  3   10580 19941 27629
127233  3   10581 19942 27630
128233  2   10582 19943
129233  4   10583 19944 27631 34095
130233  7   10584 19945 27632 34096 39333 43533 46856
131233  5   10585 19946 27633 34097 39334
132233  3   10586 19947 27634
125234  1   10587
126234  3   10588 19948 27635
127234  3   10589 19949 27636
128234  4   10590 19950 27637 34098
129234  7   10591 19951 27638 34099 39335 43534 46857
130234  7   10592 19952 27639 34100 39336 43535 46858
131234  4   10593 19953 27640 34101
132234  2   10594 19954
119235  1   10595
125235  2   10596 19955
126235  2   10597 19956
127235  2   10598 19957
128235  2   10599 19958
129235  7   10600 19959 27641 34102 39337 43536 46859
130235  5   10601 19960 27642 34103 39338
131235  3   10602 19961 27643
