nwcbox_value,Layer#,I,J,Cell_ID,X,Y,Latitude,Longitude
29911,4,95,70,3226,361906.84,4174627,37.7084892,-76.56663195
35883,5,95,70,3226,361906.84,4174627,37.7084892,-76.56663195
40687,6,95,70,3226,361906.84,4174627,37.7084892,-76.56663195
44503,7,95,70,3226,361906.84,4174627,37.7084892,-76.56663195
47541,8,95,70,3226,361906.84,4174627,37.7084892,-76.56663195
49837,9,95,70,3226,361906.84,4174627,37.7084892,-76.56663195
3227,1,96,70,3227,362466,4173295,37.69657197,-76.56003898
13832,2,96,70,3227,362466,4173295,37.69657197,-76.56003898
22628,3,96,70,3227,362466,4173295,37.69657197,-76.56003898
29912,4,96,70,3227,362466,4173295,37.69657197,-76.56003898
35884,5,96,70,3227,362466,4173295,37.69657197,-76.56003898
40688,6,96,70,3227,362466,4173295,37.69657197,-76.56003898
44504,7,96,70,3227,362466,4173295,37.69657197,-76.56003898
47542,8,96,70,3227,362466,4173295,37.69657197,-76.56003898
49838,9,96,70,3227,362466,4173295,37.69657197,-76.56003898
3228,1,97,70,3228,362864.41,4171902.75,37.68408743,-76.55525931
13833,2,97,70,3228,362864.41,4171902.75,37.68408743,-76.55525931
22629,3,97,70,3228,362864.41,4171902.75,37.68408743,-76.55525931
29913,4,97,70,3228,362864.41,4171902.75,37.68408743,-76.55525931
35885,5,97,70,3228,362864.41,4171902.75,37.68408743,-76.55525931
40689,6,97,70,3228,362864.41,4171902.75,37.68408743,-76.55525931
44505,7,97,70,3228,362864.41,4171902.75,37.68408743,-76.55525931
47543,8,97,70,3228,362864.41,4171902.75,37.68408743,-76.55525931
49839,9,97,70,3228,362864.41,4171902.75,37.68408743,-76.55525931
3229,1,98,70,3229,363186.09,4170494,37.67144253,-76.55134798
13834,2,98,70,3229,363186.09,4170494,37.67144253,-76.55134798
22630,3,98,70,3229,363186.09,4170494,37.67144253,-76.55134798
29914,4,98,70,3229,363186.09,4170494,37.67144253,-76.55134798
35886,5,98,70,3229,363186.09,4170494,37.67144253,-76.55134798
40690,6,98,70,3229,363186.09,4170494,37.67144253,-76.55134798
44506,7,98,70,3229,363186.09,4170494,37.67144253,-76.55134798
47544,8,98,70,3229,363186.09,4170494,37.67144253,-76.55134798
49840,9,98,70,3229,363186.09,4170494,37.67144253,-76.55134798
3230,1,99,70,3230,363587.72,4169132.75,37.65923731,-76.54654081
13835,2,99,70,3230,363587.72,4169132.75,37.65923731,-76.54654081
22631,3,99,70,3230,363587.72,4169132.75,37.65923731,-76.54654081
29915,4,99,70,3230,363587.72,4169132.75,37.65923731,-76.54654081
35887,5,99,70,3230,363587.72,4169132.75,37.65923731,-76.54654081
40691,6,99,70,3230,363587.72,4169132.75,37.65923731,-76.54654081
44507,7,99,70,3230,363587.72,4169132.75,37.65923731,-76.54654081
47545,8,99,70,3230,363587.72,4169132.75,37.65923731,-76.54654081
49841,9,99,70,3230,363587.72,4169132.75,37.65923731,-76.54654081
3231,1,100,70,3231,364211.38,4167896.25,37.64818871,-76.53924252
13836,2,100,70,3231,364211.38,4167896.25,37.64818871,-76.53924252
22632,3,100,70,3231,364211.38,4167896.25,37.64818871,-76.53924252
29916,4,100,70,3231,364211.38,4167896.25,37.64818871,-76.53924252
35888,5,100,70,3231,364211.38,4167896.25,37.64818871,-76.53924252
40692,6,100,70,3231,364211.38,4167896.25,37.64818871,-76.53924252
44508,7,100,70,3231,364211.38,4167896.25,37.64818871,-76.53924252
47546,8,100,70,3231,364211.38,4167896.25,37.64818871,-76.53924252
49842,9,100,70,3231,364211.38,4167896.25,37.64818871,-76.53924252
3232,1,101,70,3232,365080.47,4166865.25,37.63902728,-76.52920362
13837,2,101,70,3232,365080.47,4166865.25,37.63902728,-76.52920362
22633,3,101,70,3232,365080.47,4166865.25,37.63902728,-76.52920362
29917,4,101,70,3232,365080.47,4166865.25,37.63902728,-76.52920362
35889,5,101,70,3232,365080.47,4166865.25,37.63902728,-76.52920362
40693,6,101,70,3232,365080.47,4166865.25,37.63902728,-76.52920362
44509,7,101,70,3232,365080.47,4166865.25,37.63902728,-76.52920362
47547,8,101,70,3232,365080.47,4166865.25,37.63902728,-76.52920362
49843,9,101,70,3232,365080.47,4166865.25,37.63902728,-76.52920362
3233,1,102,70,3233,366165.31,4166138,37.63263326,-76.51677857
13838,2,102,70,3233,366165.31,4166138,37.63263326,-76.51677857
22634,3,102,70,3233,366165.31,4166138,37.63263326,-76.51677857
29918,4,102,70,3233,366165.31,4166138,37.63263326,-76.51677857
35890,5,102,70,3233,366165.31,4166138,37.63263326,-76.51677857
40694,6,102,70,3233,366165.31,4166138,37.63263326,-76.51677857
44510,7,102,70,3233,366165.31,4166138,37.63263326,-76.51677857
47548,8,102,70,3233,366165.31,4166138,37.63263326,-76.51677857
49844,9,102,70,3233,366165.31,4166138,37.63263326,-76.51677857
3234,1,103,70,3234,367414.69,4165766.75,37.62946933,-76.50255619
13839,2,103,70,3234,367414.69,4165766.75,37.62946933,-76.50255619
22635,3,103,70,3234,367414.69,4165766.75,37.62946933,-76.50255619
29919,4,103,70,3234,367414.69,4165766.75,37.62946933,-76.50255619
35891,5,103,70,3234,367414.69,4165766.75,37.62946933,-76.50255619
40695,6,103,70,3234,367414.69,4165766.75,37.62946933,-76.50255619
44511,7,103,70,3234,367414.69,4165766.75,37.62946933,-76.50255619
3235,1,104,70,3235,368738.91,4165683,37.62890484,-76.48753875
13840,2,104,70,3235,368738.91,4165683,37.62890484,-76.48753875
22636,3,104,70,3235,368738.91,4165683,37.62890484,-76.48753875
29920,4,104,70,3235,368738.91,4165683,37.62890484,-76.48753875
35892,5,104,70,3235,368738.91,4165683,37.62890484,-76.48753875
40696,6,104,70,3235,368738.91,4165683,37.62890484,-76.48753875
44512,7,104,70,3235,368738.91,4165683,37.62890484,-76.48753875
3236,1,105,70,3236,370074.12,4165732.75,37.62954289,-76.47242071
13841,2,105,70,3236,370074.12,4165732.75,37.62954289,-76.47242071
22637,3,105,70,3236,370074.12,4165732.75,37.62954289,-76.47242071
29921,4,105,70,3236,370074.12,4165732.75,37.62954289,-76.47242071
35893,5,105,70,3236,370074.12,4165732.75,37.62954289,-76.47242071
40697,6,105,70,3236,370074.12,4165732.75,37.62954289,-76.47242071
44513,7,105,70,3236,370074.12,4165732.75,37.62954289,-76.47242071
3237,1,106,70,3237,371390.84,4165731.75,37.62971913,-76.45750289
13842,2,106,70,3237,371390.84,4165731.75,37.62971913,-76.45750289
22638,3,106,70,3237,371390.84,4165731.75,37.62971913,-76.45750289
29922,4,106,70,3237,371390.84,4165731.75,37.62971913,-76.45750289
35894,5,106,70,3237,371390.84,4165731.75,37.62971913,-76.45750289
40698,6,106,70,3237,371390.84,4165731.75,37.62971913,-76.45750289
44514,7,106,70,3237,371390.84,4165731.75,37.62971913,-76.45750289
3238,1,107,70,3238,372650.19,4165513,37.62792348,-76.44319697
13843,2,107,70,3238,372650.19,4165513,37.62792348,-76.44319697
22639,3,107,70,3238,372650.19,4165513,37.62792348,-76.44319697
29923,4,107,70,3238,372650.19,4165513,37.62792348,-76.44319697
35895,5,107,70,3238,372650.19,4165513,37.62792348,-76.44319697
40699,6,107,70,3238,372650.19,4165513,37.62792348,-76.44319697
44515,7,107,70,3238,372650.19,4165513,37.62792348,-76.44319697
3239,1,108,70,3239,373812,4165020.25,37.62364377,-76.42994941
13844,2,108,70,3239,373812,4165020.25,37.62364377,-76.42994941
22640,3,108,70,3239,373812,4165020.25,37.62364377,-76.42994941
29924,4,108,70,3239,373812,4165020.25,37.62364377,-76.42994941
35896,5,108,70,3239,373812,4165020.25,37.62364377,-76.42994941
40700,6,108,70,3239,373812,4165020.25,37.62364377,-76.42994941
44516,7,108,70,3239,373812,4165020.25,37.62364377,-76.42994941
3240,1,109,70,3240,374891.03,4164360.25,37.61784423,-76.41761245
13845,2,109,70,3240,374891.03,4164360.25,37.61784423,-76.41761245
22641,3,109,70,3240,374891.03,4164360.25,37.61784423,-76.41761245
29925,4,109,70,3240,374891.03,4164360.25,37.61784423,-76.41761245
35897,5,109,70,3240,374891.03,4164360.25,37.61784423,-76.41761245
40701,6,109,70,3240,374891.03,4164360.25,37.61784423,-76.41761245
44517,7,109,70,3240,374891.03,4164360.25,37.61784423,-76.41761245
3241,1,110,70,3241,375961.81,4163743,37.61242745,-76.40537808
13846,2,110,70,3241,375961.81,4163743,37.61242745,-76.40537808
22642,3,110,70,3241,375961.81,4163743,37.61242745,-76.40537808
29926,4,110,70,3241,375961.81,4163743,37.61242745,-76.40537808
35898,5,110,70,3241,375961.81,4163743,37.61242745,-76.40537808
40702,6,110,70,3241,375961.81,4163743,37.61242745,-76.40537808
44518,7,110,70,3241,375961.81,4163743,37.61242745,-76.40537808
3242,1,111,70,3242,377062.75,4163271.75,37.60832898,-76.39282839
13847,2,111,70,3242,377062.75,4163271.75,37.60832898,-76.39282839
22643,3,111,70,3242,377062.75,4163271.75,37.60832898,-76.39282839
29927,4,111,70,3242,377062.75,4163271.75,37.60832898,-76.39282839
35899,5,111,70,3242,377062.75,4163271.75,37.60832898,-76.39282839
40703,6,111,70,3242,377062.75,4163271.75,37.60832898,-76.39282839
44519,7,111,70,3242,377062.75,4163271.75,37.60832898,-76.39282839
3243,1,112,70,3243,378174.31,4162836.75,37.60455719,-76.3801658
13848,2,112,70,3243,378174.31,4162836.75,37.60455719,-76.3801658
22644,3,112,70,3243,378174.31,4162836.75,37.60455719,-76.3801658
29928,4,112,70,3243,378174.31,4162836.75,37.60455719,-76.3801658
35900,5,112,70,3243,378174.31,4162836.75,37.60455719,-76.3801658
40704,6,112,70,3243,378174.31,4162836.75,37.60455719,-76.3801658
44520,7,112,70,3243,378174.31,4162836.75,37.60455719,-76.3801658
3244,1,113,70,3244,379309.03,4162460.5,37.60131645,-76.36725184
13849,2,113,70,3244,379309.03,4162460.5,37.60131645,-76.36725184
22645,3,113,70,3244,379309.03,4162460.5,37.60131645,-76.36725184
29929,4,113,70,3244,379309.03,4162460.5,37.60131645,-76.36725184
35901,5,113,70,3244,379309.03,4162460.5,37.60131645,-76.36725184
40705,6,113,70,3244,379309.03,4162460.5,37.60131645,-76.36725184
44521,7,113,70,3244,379309.03,4162460.5,37.60131645,-76.36725184
3245,1,114,70,3245,380480.38,4162229,37.59938338,-76.35394776
13850,2,114,70,3245,380480.38,4162229,37.59938338,-76.35394776
22646,3,114,70,3245,380480.38,4162229,37.59938338,-76.35394776
29930,4,114,70,3245,380480.38,4162229,37.59938338,-76.35394776
35902,5,114,70,3245,380480.38,4162229,37.59938338,-76.35394776
40706,6,114,70,3245,380480.38,4162229,37.59938338,-76.35394776
44522,7,114,70,3245,380480.38,4162229,37.59938338,-76.35394776
3246,1,115,70,3246,381666.41,4162076.75,37.5981648,-76.34049089
13851,2,115,70,3246,381666.41,4162076.75,37.5981648,-76.34049089
22647,3,115,70,3246,381666.41,4162076.75,37.5981648,-76.34049089
29931,4,115,70,3246,381666.41,4162076.75,37.5981648,-76.34049089
35903,5,115,70,3246,381666.41,4162076.75,37.5981648,-76.34049089
40707,6,115,70,3246,381666.41,4162076.75,37.5981648,-76.34049089
44523,7,115,70,3246,381666.41,4162076.75,37.5981648,-76.34049089
3247,1,116,70,3247,382846.19,4161961.5,37.5972773,-76.32711112
13852,2,116,70,3247,382846.19,4161961.5,37.5972773,-76.32711112
22648,3,116,70,3247,382846.19,4161961.5,37.5972773,-76.32711112
29932,4,116,70,3247,382846.19,4161961.5,37.5972773,-76.32711112
35904,5,116,70,3247,382846.19,4161961.5,37.5972773,-76.32711112
40708,6,116,70,3247,382846.19,4161961.5,37.5972773,-76.32711112
3248,1,117,70,3248,384005.56,4161875.5,37.59664927,-76.3139674
13853,2,117,70,3248,384005.56,4161875.5,37.59664927,-76.3139674
22649,3,117,70,3248,384005.56,4161875.5,37.59664927,-76.3139674
29933,4,117,70,3248,384005.56,4161875.5,37.59664927,-76.3139674
35905,5,117,70,3248,384005.56,4161875.5,37.59664927,-76.3139674
40709,6,117,70,3248,384005.56,4161875.5,37.59664927,-76.3139674
3249,1,118,70,3249,385081.81,4161788.25,37.59599813,-76.301765
13854,2,118,70,3249,385081.81,4161788.25,37.59599813,-76.301765
22650,3,118,70,3249,385081.81,4161788.25,37.59599813,-76.301765
29934,4,118,70,3249,385081.81,4161788.25,37.59599813,-76.301765
35906,5,118,70,3249,385081.81,4161788.25,37.59599813,-76.301765
40710,6,118,70,3249,385081.81,4161788.25,37.59599813,-76.301765
3250,1,119,70,3250,386076.75,4161655.75,37.5949279,-76.29047657
13855,2,119,70,3250,386076.75,4161655.75,37.5949279,-76.29047657
22651,3,119,70,3250,386076.75,4161655.75,37.5949279,-76.29047657
29935,4,119,70,3250,386076.75,4161655.75,37.5949279,-76.29047657
35907,5,119,70,3250,386076.75,4161655.75,37.5949279,-76.29047657
40711,6,119,70,3250,386076.75,4161655.75,37.5949279,-76.29047657
3251,1,120,70,3251,387055.16,4161464.25,37.59332289,-76.27936654
13856,2,120,70,3251,387055.16,4161464.25,37.59332289,-76.27936654
22652,3,120,70,3251,387055.16,4161464.25,37.59332289,-76.27936654
29936,4,120,70,3251,387055.16,4161464.25,37.59332289,-76.27936654
35908,5,120,70,3251,387055.16,4161464.25,37.59332289,-76.27936654
40712,6,120,70,3251,387055.16,4161464.25,37.59332289,-76.27936654
3252,1,121,70,3252,388023.91,4161223,37.59126734,-76.26835873
13857,2,121,70,3252,388023.91,4161223,37.59126734,-76.26835873
22653,3,121,70,3252,388023.91,4161223,37.59126734,-76.26835873
29937,4,121,70,3252,388023.91,4161223,37.59126734,-76.26835873
35909,5,121,70,3252,388023.91,4161223,37.59126734,-76.26835873
40713,6,121,70,3252,388023.91,4161223,37.59126734,-76.26835873
3253,1,122,70,3253,388987.41,4160940.5,37.58883839,-76.2574047
13858,2,122,70,3253,388987.41,4160940.5,37.58883839,-76.2574047
22654,3,122,70,3253,388987.41,4160940.5,37.58883839,-76.2574047
29938,4,122,70,3253,388987.41,4160940.5,37.58883839,-76.2574047
35910,5,122,70,3253,388987.41,4160940.5,37.58883839,-76.2574047
40714,6,122,70,3253,388987.41,4160940.5,37.58883839,-76.2574047
3254,1,123,70,3254,389949.12,4160615.75,37.58602747,-76.24646528
13859,2,123,70,3254,389949.12,4160615.75,37.58602747,-76.24646528
22655,3,123,70,3254,389949.12,4160615.75,37.58602747,-76.24646528
29939,4,123,70,3254,389949.12,4160615.75,37.58602747,-76.24646528
35911,5,123,70,3254,389949.12,4160615.75,37.58602747,-76.24646528
40715,6,123,70,3254,389949.12,4160615.75,37.58602747,-76.24646528
3255,1,124,70,3255,390911.88,4160250.5,37.58285069,-76.23550873
13860,2,124,70,3255,390911.88,4160250.5,37.58285069,-76.23550873
22656,3,124,70,3255,390911.88,4160250.5,37.58285069,-76.23550873
29940,4,124,70,3255,390911.88,4160250.5,37.58285069,-76.23550873
35912,5,124,70,3255,390911.88,4160250.5,37.58285069,-76.23550873
40716,6,124,70,3255,390911.88,4160250.5,37.58285069,-76.23550873
3256,1,125,70,3256,391877.72,4159854,37.57939161,-76.22451361
13861,2,125,70,3256,391877.72,4159854,37.57939161,-76.22451361
22657,3,125,70,3256,391877.72,4159854,37.57939161,-76.22451361
29941,4,125,70,3256,391877.72,4159854,37.57939161,-76.22451361
35913,5,125,70,3256,391877.72,4159854,37.57939161,-76.22451361
3257,1,126,70,3257,392847.59,4159427.75,37.57566388,-76.21346949
13862,2,126,70,3257,392847.59,4159427.75,37.57566388,-76.21346949
22658,3,126,70,3257,392847.59,4159427.75,37.57566388,-76.21346949
29942,4,126,70,3257,392847.59,4159427.75,37.57566388,-76.21346949
35914,5,126,70,3257,392847.59,4159427.75,37.57566388,-76.21346949
3258,1,127,70,3258,393821.38,4158971.75,37.57166744,-76.20237777
13863,2,127,70,3258,393821.38,4158971.75,37.57166744,-76.20237777
22659,3,127,70,3258,393821.38,4158971.75,37.57166744,-76.20237777
29943,4,127,70,3258,393821.38,4158971.75,37.57166744,-76.20237777
35915,5,127,70,3258,393821.38,4158971.75,37.57166744,-76.20237777
40717,6,127,70,3258,393821.38,4158971.75,37.57166744,-76.20237777
3259,1,128,70,3259,394797.91,4158493,37.56746524,-76.19125291
13864,2,128,70,3259,394797.91,4158493,37.56746524,-76.19125291
22660,3,128,70,3259,394797.91,4158493,37.56746524,-76.19125291
29944,4,128,70,3259,394797.91,4158493,37.56746524,-76.19125291
35916,5,128,70,3259,394797.91,4158493,37.56746524,-76.19125291
40718,6,128,70,3259,394797.91,4158493,37.56746524,-76.19125291
44524,7,128,70,3259,394797.91,4158493,37.56746524,-76.19125291
3260,1,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
13865,2,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
22661,3,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
29945,4,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
35917,5,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
40719,6,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
44525,7,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
47549,8,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
49845,9,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
51556,10,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
52796,11,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
53816,12,129,70,3260,395774.16,4158013.5,37.56325517,-76.18013236
3261,1,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
13866,2,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
22662,3,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
29946,4,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
35918,5,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
40720,6,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
44526,7,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
47550,8,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
49846,9,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
51557,10,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
52797,11,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
53817,12,130,70,3261,396744.16,4157555.5,37.55923708,-76.1690868
3262,1,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
13867,2,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
22663,3,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
29947,4,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
35919,5,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
40721,6,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
44527,7,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
47551,8,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
49847,9,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
51558,10,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
52798,11,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
53818,12,131,70,3262,397699.69,4157150.75,37.55569621,-76.15821364
3263,1,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
13868,2,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
22664,3,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
29948,4,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
35920,5,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
40722,6,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
44528,7,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
47552,8,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
49848,9,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
51559,10,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
52799,11,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
53819,12,132,70,3263,398631.75,4156840.75,37.5530056,-76.14762024
3264,1,133,70,3264,399535.19,4156653,37.55141259,-76.13736826
13869,2,133,70,3264,399535.19,4156653,37.55141259,-76.13736826
22665,3,133,70,3264,399535.19,4156653,37.55141259,-76.13736826
29949,4,133,70,3264,399535.19,4156653,37.55141259,-76.13736826
35921,5,133,70,3264,399535.19,4156653,37.55141259,-76.13736826
40723,6,133,70,3264,399535.19,4156653,37.55141259,-76.13736826
44529,7,133,70,3264,399535.19,4156653,37.55141259,-76.13736826
47553,8,133,70,3264,399535.19,4156653,37.55141259,-76.13736826
3265,1,134,70,3265,400410.03,4156592,37.55095785,-76.12745763
13870,2,134,70,3265,400410.03,4156592,37.55095785,-76.12745763
22666,3,134,70,3265,400410.03,4156592,37.55095785,-76.12745763
29950,4,134,70,3265,400410.03,4156592,37.55095785,-76.12745763
35922,5,134,70,3265,400410.03,4156592,37.55095785,-76.12745763
40724,6,134,70,3265,400410.03,4156592,37.55095785,-76.12745763
44530,7,134,70,3265,400410.03,4156592,37.55095785,-76.12745763
47554,8,134,70,3265,400410.03,4156592,37.55095785,-76.12745763
3266,1,135,70,3266,401262.88,4156647,37.5515453,-76.11781161
13871,2,135,70,3266,401262.88,4156647,37.5515453,-76.11781161
22667,3,135,70,3266,401262.88,4156647,37.5515453,-76.11781161
29951,4,135,70,3266,401262.88,4156647,37.5515453,-76.11781161
35923,5,135,70,3266,401262.88,4156647,37.5515453,-76.11781161
40725,6,135,70,3266,401262.88,4156647,37.5515453,-76.11781161
44531,7,135,70,3266,401262.88,4156647,37.5515453,-76.11781161
47555,8,135,70,3266,401262.88,4156647,37.5515453,-76.11781161
3267,1,136,70,3267,402104.62,4156810.5,37.55310857,-76.10830566
13872,2,136,70,3267,402104.62,4156810.5,37.55310857,-76.10830566
22668,3,136,70,3267,402104.62,4156810.5,37.55310857,-76.10830566
29952,4,136,70,3267,402104.62,4156810.5,37.55310857,-76.10830566
35924,5,136,70,3267,402104.62,4156810.5,37.55310857,-76.10830566
40726,6,136,70,3267,402104.62,4156810.5,37.55310857,-76.10830566
44532,7,136,70,3267,402104.62,4156810.5,37.55310857,-76.10830566
47556,8,136,70,3267,402104.62,4156810.5,37.55310857,-76.10830566
3268,1,137,70,3268,402946.62,4157064.25,37.55548443,-76.09880829
13873,2,137,70,3268,402946.62,4157064.25,37.55548443,-76.09880829
22669,3,137,70,3268,402946.62,4157064.25,37.55548443,-76.09880829
29953,4,137,70,3268,402946.62,4157064.25,37.55548443,-76.09880829
35925,5,137,70,3268,402946.62,4157064.25,37.55548443,-76.09880829
40727,6,137,70,3268,402946.62,4157064.25,37.55548443,-76.09880829
44533,7,137,70,3268,402946.62,4157064.25,37.55548443,-76.09880829
47557,8,137,70,3268,402946.62,4157064.25,37.55548443,-76.09880829
3269,1,138,70,3269,403801.12,4157394,37.55854575,-76.08917877
13874,2,138,70,3269,403801.12,4157394,37.55854575,-76.08917877
22670,3,138,70,3269,403801.12,4157394,37.55854575,-76.08917877
29954,4,138,70,3269,403801.12,4157394,37.55854575,-76.08917877
35926,5,138,70,3269,403801.12,4157394,37.55854575,-76.08917877
40728,6,138,70,3269,403801.12,4157394,37.55854575,-76.08917877
44534,7,138,70,3269,403801.12,4157394,37.55854575,-76.08917877
47558,8,138,70,3269,403801.12,4157394,37.55854575,-76.08917877
3270,1,139,70,3270,404677.47,4157798.5,37.56228221,-76.07931081
13875,2,139,70,3270,404677.47,4157798.5,37.56228221,-76.07931081
22671,3,139,70,3270,404677.47,4157798.5,37.56228221,-76.07931081
29955,4,139,70,3270,404677.47,4157798.5,37.56228221,-76.07931081
35927,5,139,70,3270,404677.47,4157798.5,37.56228221,-76.07931081
40729,6,139,70,3270,404677.47,4157798.5,37.56228221,-76.07931081
44535,7,139,70,3270,404677.47,4157798.5,37.56228221,-76.07931081
47559,8,139,70,3270,404677.47,4157798.5,37.56228221,-76.07931081
3271,1,140,70,3271,405581.81,4158265.5,37.56658397,-76.06913301
13876,2,140,70,3271,405581.81,4158265.5,37.56658397,-76.06913301
22672,3,140,70,3271,405581.81,4158265.5,37.56658397,-76.06913301
29956,4,140,70,3271,405581.81,4158265.5,37.56658397,-76.06913301
35928,5,140,70,3271,405581.81,4158265.5,37.56658397,-76.06913301
40730,6,140,70,3271,405581.81,4158265.5,37.56658397,-76.06913301
44536,7,140,70,3271,405581.81,4158265.5,37.56658397,-76.06913301
47560,8,140,70,3271,405581.81,4158265.5,37.56658397,-76.06913301
49849,9,140,70,3271,405581.81,4158265.5,37.56658397,-76.06913301
3272,1,141,70,3272,406517.91,4158793,37.57143332,-76.05860215
13877,2,141,70,3272,406517.91,4158793,37.57143332,-76.05860215
22673,3,141,70,3272,406517.91,4158793,37.57143332,-76.05860215
29957,4,141,70,3272,406517.91,4158793,37.57143332,-76.05860215
35929,5,141,70,3272,406517.91,4158793,37.57143332,-76.05860215
40731,6,141,70,3272,406517.91,4158793,37.57143332,-76.05860215
44537,7,141,70,3272,406517.91,4158793,37.57143332,-76.05860215
47561,8,141,70,3272,406517.91,4158793,37.57143332,-76.05860215
49850,9,141,70,3272,406517.91,4158793,37.57143332,-76.05860215
51560,10,141,70,3272,406517.91,4158793,37.57143332,-76.05860215
3273,1,142,70,3273,407487.47,4159384,37.57685737,-76.04769905
13878,2,142,70,3273,407487.47,4159384,37.57685737,-76.04769905
22674,3,142,70,3273,407487.47,4159384,37.57685737,-76.04769905
29958,4,142,70,3273,407487.47,4159384,37.57685737,-76.04769905
35930,5,142,70,3273,407487.47,4159384,37.57685737,-76.04769905
40732,6,142,70,3273,407487.47,4159384,37.57685737,-76.04769905
44538,7,142,70,3273,407487.47,4159384,37.57685737,-76.04769905
47562,8,142,70,3273,407487.47,4159384,37.57685737,-76.04769905
49851,9,142,70,3273,407487.47,4159384,37.57685737,-76.04769905
51561,10,142,70,3273,407487.47,4159384,37.57685737,-76.04769905
3274,1,143,70,3274,408490.69,4160040.75,37.58287633,-76.0364214
13879,2,143,70,3274,408490.69,4160040.75,37.58287633,-76.0364214
22675,3,143,70,3274,408490.69,4160040.75,37.58287633,-76.0364214
29959,4,143,70,3274,408490.69,4160040.75,37.58287633,-76.0364214
35931,5,143,70,3274,408490.69,4160040.75,37.58287633,-76.0364214
40733,6,143,70,3274,408490.69,4160040.75,37.58287633,-76.0364214
44539,7,143,70,3274,408490.69,4160040.75,37.58287633,-76.0364214
47563,8,143,70,3274,408490.69,4160040.75,37.58287633,-76.0364214
3275,1,144,70,3275,409526.53,4160762.25,37.58948097,-76.0247805
13880,2,144,70,3275,409526.53,4160762.25,37.58948097,-76.0247805
22676,3,144,70,3275,409526.53,4160762.25,37.58948097,-76.0247805
29960,4,144,70,3275,409526.53,4160762.25,37.58948097,-76.0247805
35932,5,144,70,3275,409526.53,4160762.25,37.58948097,-76.0247805
40734,6,144,70,3275,409526.53,4160762.25,37.58948097,-76.0247805
3276,1,145,70,3276,410592.97,4161544.75,37.5966372,-76.01279839
13881,2,145,70,3276,410592.97,4161544.75,37.5966372,-76.01279839
22677,3,145,70,3276,410592.97,4161544.75,37.5966372,-76.01279839
29961,4,145,70,3276,410592.97,4161544.75,37.5966372,-76.01279839
35933,5,145,70,3276,410592.97,4161544.75,37.5966372,-76.01279839
40735,6,145,70,3276,410592.97,4161544.75,37.5966372,-76.01279839
3277,1,146,70,3277,411685.84,4162387,37.60433325,-76.00052181
13882,2,146,70,3277,411685.84,4162387,37.60433325,-76.00052181
22678,3,146,70,3277,411685.84,4162387,37.60433325,-76.00052181
29962,4,146,70,3277,411685.84,4162387,37.60433325,-76.00052181
35934,5,146,70,3277,411685.84,4162387,37.60433325,-76.00052181
40736,6,146,70,3277,411685.84,4162387,37.60433325,-76.00052181
